,NM_MUNICIPIO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
1604889,MONGAGUÁ,RODRIGO MARCELO RODRIGUES,1,EMEIEF CLAUDIA MARIA ANDRELLA
1604904,MONGAGUÁ,RODRIGO MARCELO RODRIGUES,2,EMEF. BARIGUI
1604905,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. BARIGUI
1604940,MONGAGUÁ,ELISEU MARTINS DE JESUS GOMES,6,EMEIEF CLAUDIA MARIA ANDRELLA
1604946,MONGAGUÁ,GLIMBER MATTOS DE CARVALHO,2,EMEF. BARIGUI
1604960,MONGAGUÁ,GLIMBER MATTOS DE CARVALHO,1,EMEF. PROF. PEDRO FERNANDES DANTE
1604986,MONGAGUÁ,ELISEU MARTINS DE JESUS GOMES,1,EE. AGENOR DE CAMPOS
1605371,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF SIRANA KOUKDJIAN
1605374,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,3,EE. PROF. AIDA LEDA BAUER DAVIES
1605380,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,3,EMEIEF. PEQUENO PRÍNCIPE
1605381,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,3,EMEF. JACOUB KOUKDJIAN
1605382,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. JACOUB KOUKDJIAN
1605423,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,1,EE. PROF. ARACY DA SILVA FREITAS
1605873,MONGAGUÁ,KELLY DE LIRA CAPATTO,3,EMEIEF CLAUDIA MARIA ANDRELLA
1605877,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,2,EMEIEF CLAUDIA MARIA ANDRELLA
1605879,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1605881,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEF. BARIGUI
1605885,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1607392,MONGAGUÁ,VALTER SILVA DE LIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
1607908,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
1607939,MONGAGUÁ,PAULO HENRIQUE MARTINS,2,EMEF SIRANA KOUKDJIAN
1607940,MONGAGUÁ,PAULO HENRIQUE MARTINS,2,EMEF. IVONE DE ALMEIDA MONTEIRO
1608413,MONGAGUÁ,JOSÉ HELENO DOS SANTOS JUNIOR,1,EMEF. TONICO SILVA
1608419,MONGAGUÁ,JOSÉ HELENO DOS SANTOS JUNIOR,1,EE. PROF. ARACY DA SILVA FREITAS
1608883,MONGAGUÁ,LAÉRCIO PAIVA,1,EMEF. PROF. PEDRO FERNANDES DANTE
1608924,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EMEF SIRANA KOUKDJIAN
1611436,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,3,EE. PROF. ARACY DA SILVA FREITAS
1611437,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,4,EE. PROF. ARACY DA SILVA FREITAS
1611888,MONGAGUÁ,DURVALENO DEUSDARA BRITO,2,EMEF. TONICO SILVA
1611890,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,5,EMEIEF CLAUDIA MARIA ANDRELLA
1611897,MONGAGUÁ,DURVALENO DEUSDARA BRITO,5,EMEF. TONICO SILVA
1611909,MONGAGUÁ,DURVALENO DEUSDARA BRITO,1,EE. PROF. ARACY DA SILVA FREITAS
1612439,MONGAGUÁ,LUIZ HUMBERTO MAZÃO JUNIOR,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1612486,MONGAGUÁ,AUREO TADEUS DA SILVA,6,EMEIEF CLAUDIA MARIA ANDRELLA
1612488,MONGAGUÁ,AUREO TADEUS DA SILVA,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
1613003,MONGAGUÁ,GLIMBER MATTOS DE CARVALHO,1,EMEIEF CLAUDIA MARIA ANDRELLA
1613404,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,12,EMEF VEREADOR GIVALDO ALVES GOMES
1613420,MONGAGUÁ,JOSÉ PEDRO FACCINA,9,EMEF SIRANA KOUKDJIAN
1613421,MONGAGUÁ,JOSÉ PEDRO FACCINA,12,EMEF. FLÓRIDA MIRIM
1613426,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EMEIEF CLAUDIA MARIA ANDRELLA
1613428,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1613883,MONGAGUÁ,DIEGO MARTINS DOMINGUES,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
1613884,MONGAGUÁ,DIEGO MARTINS DOMINGUES,6,EMEF. PROF. PEDRO FERNANDES DANTE
1613923,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,5,EMEF SIRANA KOUKDJIAN
1613924,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,3,EMEF. FLÓRIDA MIRIM
1613925,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,6,EMEIEF CLAUDIA MARIA ANDRELLA
1613941,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1614415,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EMEF SIRANA KOUKDJIAN
1614433,MONGAGUÁ,VANDERLEI ALVES CARDOSO,1,EMEIEF CLAUDIA MARIA ANDRELLA
1614895,MONGAGUÁ,MARCELO DOS SANTOS CONCEIÇÃO,3,EMEF VEREADOR GIVALDO ALVES GOMES
1615405,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EMEF VEREADOR GIVALDO ALVES GOMES
1615412,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. PROF. PEDRO FERNANDES DANTE
1615418,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF SIRANA KOUKDJIAN
1615419,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. FLÓRIDA MIRIM
1615421,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,3,EMEIEF CLAUDIA MARIA ANDRELLA
1615437,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1615889,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,5,EE. AGENOR DE CAMPOS
1615890,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EE. AGENOR DE CAMPOS
1615891,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1615893,MONGAGUÁ,PAULO HENRIQUE VILELA,2,EMEF. PROF. PEDRO FERNANDES DANTE
1615907,MONGAGUÁ,CLAUDIA LUCIANA DA SILVA MINEIRO MUNIZ,1,EE. AGENOR DE CAMPOS
1615915,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEF VEREADOR GIVALDO ALVES GOMES
1616924,MONGAGUÁ,SERGIO GUEDES,3,EE. AGENOR DE CAMPOS
1616925,MONGAGUÁ,SERGIO GUEDES,2,EE. AGENOR DE CAMPOS
1617459,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1617908,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EE. PROF. ARACY DA SILVA FREITAS
1617909,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,5,EE. PROF. ARACY DA SILVA FREITAS
1617910,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEIEF CLAUDIA MARIA ANDRELLA
1617919,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,4,EMEF VEREADOR GIVALDO ALVES GOMES
1618894,MONGAGUÁ,LAÉRCIO PAIVA,1,EMEIEF CLAUDIA MARIA ANDRELLA
1618937,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1619000,MONGAGUÁ,FERNANDA RAMIRES KLAESENER,1,EE. PROF. AIDA LEDA BAUER DAVIES
1619999,MONGAGUÁ,AUREO TADEUS DA SILVA,7,EMEIEF CLAUDIA MARIA ANDRELLA
1620451,MONGAGUÁ,AUREO TADEUS DA SILVA,3,EMEF. PROF. PEDRO FERNANDES DANTE
1620501,MONGAGUÁ,PAULO HENRIQUE MARTINS,6,EMEF. PROF. PEDRO FERNANDES DANTE
1620502,MONGAGUÁ,PAULO HENRIQUE MARTINS,1,EE. PROF. ARACY DA SILVA FREITAS
1620509,MONGAGUÁ,PAULO HENRIQUE MARTINS,9,EE. AGENOR DE CAMPOS
1621493,MONGAGUÁ,GLIMBER MATTOS DE CARVALHO,2,EMEIEF CLAUDIA MARIA ANDRELLA
1621503,MONGAGUÁ,GLIMBER MATTOS DE CARVALHO,1,EMEF. PROF. PEDRO FERNANDES DANTE
1621925,MONGAGUÁ,ANGELA MARIA DA SILVA,1,EE. AGENOR DE CAMPOS
1623439,MONGAGUÁ,JOSÉ PEDRO FACCINA,8,EMEIEF CLAUDIA MARIA ANDRELLA
1623442,MONGAGUÁ,JOSÉ PEDRO FACCINA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
1623443,MONGAGUÁ,JOSÉ PEDRO FACCINA,8,EMEF. BARIGUI
1623449,MONGAGUÁ,JOSÉ PEDRO FACCINA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
1623920,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,9,EMEIEF CLAUDIA MARIA ANDRELLA
1623926,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,6,EMEF. IVONE DE ALMEIDA MONTEIRO
1623932,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,9,EMEF. BARIGUI
1623935,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,4,EMEF. IVONE DE ALMEIDA MONTEIRO
1624428,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1624430,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,3,EMEF. IVONE DE ALMEIDA MONTEIRO
1624452,MONGAGUÁ,DIEGO MARTINS DOMINGUES,3,EE. PROF. ARACY DA SILVA FREITAS
1624453,MONGAGUÁ,DIEGO MARTINS DOMINGUES,4,EE. PROF. ARACY DA SILVA FREITAS
1624461,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,2,EMEF VEREADOR GIVALDO ALVES GOMES
1624462,MONGAGUÁ,DIEGO MARTINS DOMINGUES,3,EMEIEF CLAUDIA MARIA ANDRELLA
1624951,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,4,EMEF. IVONE DE ALMEIDA MONTEIRO
1625443,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EE. PROF. ARACY DA SILVA FREITAS
1625444,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,6,EE. PROF. ARACY DA SILVA FREITAS
1625454,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEIEF CLAUDIA MARIA ANDRELLA
1626405,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,5,EMEF. FLÓRIDA MIRIM
1626406,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,2,EMEF. JACOUB KOUKDJIAN
1626412,MONGAGUÁ,KELLY DE LIRA CAPATTO,2,EE. PROF. ARACY DA SILVA FREITAS
1626413,MONGAGUÁ,KELLY DE LIRA CAPATTO,3,EE. PROF. ARACY DA SILVA FREITAS
1627015,MONGAGUÁ,ADEMILSON APARECIDO VIEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
1627018,MONGAGUÁ,ADEMILSON APARECIDO VIEIRA,6,EE. AGENOR DE CAMPOS
1627916,MONGAGUÁ,DURVALENO DEUSDARA BRITO,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1627943,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,3,EMEF VEREADOR GIVALDO ALVES GOMES
1628025,MONGAGUÁ,AUREO TADEUS DA SILVA,4,EMEIEF. PEQUENO PRÍNCIPE
1628408,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
1628418,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF. FLÓRIDA MIRIM
1628464,MONGAGUÁ,AUREO TADEUS DA SILVA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
1629907,MONGAGUÁ,ANDRÉA APARECIDA INDRIGO,1,EMEF. TONICO SILVA
1629909,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1629921,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,7,EMEF. JACOUB KOUKDJIAN
1629931,MONGAGUÁ,VANDERLEI ALVES CARDOSO,1,EMEIEF. PEQUENO PRÍNCIPE
1629935,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,1,EMEF. FLÓRIDA MIRIM
1629936,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,2,EMEF. TONICO SILVA
1629937,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,5,EMEF. TONICO SILVA
1630426,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,3,EMEIEF. PEQUENO PRÍNCIPE
1630430,MONGAGUÁ,CLAUDIA LUCIANA DA SILVA MINEIRO MUNIZ,1,EE. AGENOR DE CAMPOS
1630449,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEF. FLÓRIDA MIRIM
1630451,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEF. TONICO SILVA
1630452,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,3,EE. PROF. AIDA LEDA BAUER DAVIES
1630453,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,8,EMEF. FLÓRIDA MIRIM
1630454,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,6,EE. AGENOR DE CAMPOS
1630455,MONGAGUÁ,KELLY DE LIRA CAPATTO,3,EMEF. TONICO SILVA
1631902,MONGAGUÁ,SERGIO GUEDES,3,EE. AGENOR DE CAMPOS
1631944,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EMEF. FLÓRIDA MIRIM
1631947,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,2,EE. PROF. AIDA LEDA BAUER DAVIES
1631967,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,3,EE. AGENOR DE CAMPOS
1632415,MONGAGUÁ,LUCIANO LARA VIEIRA,5,EE. PROF. AIDA LEDA BAUER DAVIES
1632419,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEF. FLÓRIDA MIRIM
1632951,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEF. FLÓRIDA MIRIM
1632997,MONGAGUÁ,FERNANDA RAMIRES KLAESENER,1,EMEF. PROF. PEDRO FERNANDES DANTE
1632998,MONGAGUÁ,FERNANDA RAMIRES KLAESENER,2,EE. PROF. ARACY DA SILVA FREITAS
1633005,MONGAGUÁ,FERNANDA RAMIRES KLAESENER,1,EE. AGENOR DE CAMPOS
1634456,MONGAGUÁ,DIEGO MARTINS DOMINGUES,4,EE. PROF. AIDA LEDA BAUER DAVIES
1634467,MONGAGUÁ,DIEGO MARTINS DOMINGUES,12,EMEF. FLÓRIDA MIRIM
1634916,MONGAGUÁ,DIEGO MARTINS DOMINGUES,3,EE. AGENOR DE CAMPOS
1634996,MONGAGUÁ,PAULO HENRIQUE MARTINS,8,EMEIEF SÍTIO DO PICA PAU AMARELO
1635424,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EE. PROF. AIDA LEDA BAUER DAVIES
1635430,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,3,EE. AGENOR DE CAMPOS
1635447,MONGAGUÁ,KELLY DE LIRA CAPATTO,3,EE. PROF. AIDA LEDA BAUER DAVIES
1635454,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,2,EE. PROF. AIDA LEDA BAUER DAVIES
1635459,MONGAGUÁ,KELLY DE LIRA CAPATTO,1,EMEF. FLÓRIDA MIRIM
1635460,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,4,EMEF. FLÓRIDA MIRIM
1635462,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,1,EE. AGENOR DE CAMPOS
1635953,MONGAGUÁ,VALTER SILVA DE LIRA,1,EE. AGENOR DE CAMPOS
1635954,MONGAGUÁ,VALTER SILVA DE LIRA,2,EMEF. JACOUB KOUKDJIAN
1636429,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,2,EE. PROF. AIDA LEDA BAUER DAVIES
1636430,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEF SIRANA KOUKDJIAN
1636438,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,2,EE. PROF. AIDA LEDA BAUER DAVIES
1636439,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,3,EMEF SIRANA KOUKDJIAN
1636440,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,3,EE. AGENOR DE CAMPOS
1636441,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,1,EMEF. JACOUB KOUKDJIAN
1636491,MONGAGUÁ,AUREO TADEUS DA SILVA,3,EMEF SIRANA KOUKDJIAN
1636500,MONGAGUÁ,AUREO TADEUS DA SILVA,6,EMEIEF CLAUDIA MARIA ANDRELLA
1636942,MONGAGUÁ,LAÉRCIO PAIVA,1,EMEF SIRANA KOUKDJIAN
1636943,MONGAGUÁ,LAÉRCIO PAIVA,1,EMEF. JACOUB KOUKDJIAN
1637445,MONGAGUÁ,MARCELO DOS SANTOS CONCEIÇÃO,2,EMEF. JACOUB KOUKDJIAN
1637479,MONGAGUÁ,ABNER ALMEIDA BEZERRA,1,EE. AGENOR DE CAMPOS
1637921,MONGAGUÁ,JOSÉ PEDRO FACCINA,7,EMEF. JACOUB KOUKDJIAN
1637922,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EMEF. FLÓRIDA MIRIM
1637929,MONGAGUÁ,JOSÉ PEDRO FACCINA,1,EMEF. TONICO SILVA
1637930,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EMEF. TONICO SILVA
1637941,MONGAGUÁ,LUCIANO LARA VIEIRA,8,EE. PROF. AIDA LEDA BAUER DAVIES
1637943,MONGAGUÁ,LUCIANO LARA VIEIRA,1,EMEF SIRANA KOUKDJIAN
1637948,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EE. AGENOR DE CAMPOS
1637958,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,4,EMEF. JACOUB KOUKDJIAN
1637962,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,2,EMEF. FLÓRIDA MIRIM
1637968,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,6,EMEF. TONICO SILVA
1637969,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,12,EMEF. TONICO SILVA
1638468,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EMEF. FLÓRIDA MIRIM
1638472,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EMEF. TONICO SILVA
1638473,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,2,EMEF. TONICO SILVA
1638960,MONGAGUÁ,MARIA REGINA CORREIA,1,EMEF. JACOUB KOUKDJIAN
1639419,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,1,EMEF. JACOUB KOUKDJIAN
1639475,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,5,EMEF. JACOUB KOUKDJIAN
1639914,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EMEF. FLÓRIDA MIRIM
1639915,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,4,EMEF. TONICO SILVA
1639916,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,3,EMEF. TONICO SILVA
1639939,MONGAGUÁ,DIEGO MARTINS DOMINGUES,8,EE. PROF. AIDA LEDA BAUER DAVIES
1639941,MONGAGUÁ,DIEGO MARTINS DOMINGUES,7,EMEF SIRANA KOUKDJIAN
1639947,MONGAGUÁ,DIEGO MARTINS DOMINGUES,8,EMEF. JACOUB KOUKDJIAN
1639948,MONGAGUÁ,DIEGO MARTINS DOMINGUES,5,EE. AGENOR DE CAMPOS
1640452,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,3,EE. PROF. AIDA LEDA BAUER DAVIES
1640461,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,2,EE. AGENOR DE CAMPOS
1640462,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. JACOUB KOUKDJIAN
1640925,MONGAGUÁ,KELLY DE LIRA CAPATTO,2,EE. AGENOR DE CAMPOS
1641436,MONGAGUÁ,DURVALENO DEUSDARA BRITO,1,EE. AGENOR DE CAMPOS
1641443,MONGAGUÁ,VALTER SILVA DE LIRA,1,EMEF. BARIGUI
1641473,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EE. PROF. AIDA LEDA BAUER DAVIES
1641474,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,2,EE. AGENOR DE CAMPOS
1641946,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,4,EE. PROF. AIDA LEDA BAUER DAVIES
1641947,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,5,EMEF SIRANA KOUKDJIAN
1641950,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,2,EE. AGENOR DE CAMPOS
1641951,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,1,EMEF. JACOUB KOUKDJIAN
1641957,MONGAGUÁ,LAÉRCIO PAIVA,1,EE. PROF. AIDA LEDA BAUER DAVIES
1641968,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EE. PROF. AIDA LEDA BAUER DAVIES
1641969,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EE. AGENOR DE CAMPOS
1642936,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,6,EMEF. BARIGUI
1642937,MONGAGUÁ,OSVALDO DE FREITAS FERREIRA,5,EE. AGENOR DE CAMPOS
1643474,MONGAGUÁ,MARCELO DOS SANTOS CONCEIÇÃO,1,EMEF. BARIGUI
1643959,MONGAGUÁ,JOSÉ PEDRO FACCINA,7,EE. PROF. AIDA LEDA BAUER DAVIES
1643961,MONGAGUÁ,JOSÉ PEDRO FACCINA,8,EMEF. FLÓRIDA MIRIM
1643962,MONGAGUÁ,JOSÉ PEDRO FACCINA,2,EE. AGENOR DE CAMPOS
1643977,MONGAGUÁ,LUCIANO LARA VIEIRA,7,EE. PROF. AIDA LEDA BAUER DAVIES
1643984,MONGAGUÁ,LUCIANO LARA VIEIRA,3,EMEF. BARIGUI
1643998,MONGAGUÁ,AUREO TADEUS DA SILVA,6,EMEF. PROF. PEDRO FERNANDES DANTE
1644430,MONGAGUÁ,LUCIANO LARA VIEIRA,2,EE. AGENOR DE CAMPOS
1644434,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,12,EE. PROF. AIDA LEDA BAUER DAVIES
1644445,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,1,EMEF. FLÓRIDA MIRIM
1644446,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,8,EE. AGENOR DE CAMPOS
1644471,MONGAGUÁ,CLAUDIA GREGÓRIO DA CRUZ,1,EMEF. FLÓRIDA MIRIM
1644945,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
1644946,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EMEF. JACOUB KOUKDJIAN
1644947,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EMEF. BARIGUI
1644953,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,2,EE. PROF. AIDA LEDA BAUER DAVIES
1644954,MONGAGUÁ,CLAUDIA LUCIANA DA SILVA MINEIRO MUNIZ,2,EE. PROF. ARACY DA SILVA FREITAS
1644955,MONGAGUÁ,CLAUDIA LUCIANA DA SILVA MINEIRO MUNIZ,1,EMEF. JACOUB KOUKDJIAN
1644958,MONGAGUÁ,LILIAN SOLEDAD DA SILVA DE SOUZA,6,EMEF. FLÓRIDA MIRIM
1644963,MONGAGUÁ,DIEGO MARTINS DOMINGUES,1,EE. PROF. AIDA LEDA BAUER DAVIES
1644966,MONGAGUÁ,DIEGO MARTINS DOMINGUES,5,EE. AGENOR DE CAMPOS
1645443,MONGAGUÁ,FRANCISCA AUDIRENE ROCHA PORTELA,2,EE. AGENOR DE CAMPOS
1645486,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,4,EE. PROF. AIDA LEDA BAUER DAVIES
1645933,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,4,EMEF. BARIGUI
1645945,MONGAGUÁ,MARIA DO ROSARIO LISBOA GONÇALVES,1,EE. AGENOR DE CAMPOS
1645946,MONGAGUÁ,SERGIO GUEDES,1,EE. PROF. ARACY DA SILVA FREITAS
1645947,MONGAGUÁ,SERGIO GUEDES,2,EMEF. BARIGUI
1645968,MONGAGUÁ,PAULO HENRIQUE VILELA,1,EMEF. BARIGUI
1646467,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EE. AGENOR DE CAMPOS
1646468,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EMEF. JACOUB KOUKDJIAN
1646484,MONGAGUÁ,MANOEL MESSIAS DE ALMEIDA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1646488,MONGAGUÁ,VALTER SILVA DE LIRA,1,EMEF SIRANA KOUKDJIAN
1646963,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1646964,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEF SIRANA KOUKDJIAN
1646965,MONGAGUÁ,DAIANA CRISTINA FRANZEM ANDRELO,1,EMEF SIRANA KOUKDJIAN
1648444,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,6,EMEF. BARIGUI
1648445,MONGAGUÁ,RANIERIK FERNANDES DE LIMA,3,EE. AGENOR DE CAMPOS
1648469,MONGAGUÁ,JOSÉ PEDRO FACCINA,9,EE. PROF. AIDA LEDA BAUER DAVIES
1648470,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EMEF SIRANA KOUKDJIAN
1648476,MONGAGUÁ,JOSÉ PEDRO FACCINA,8,EE. AGENOR DE CAMPOS
1648477,MONGAGUÁ,JOSÉ PEDRO FACCINA,5,EMEF. JACOUB KOUKDJIAN
1648487,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,8,EE. PROF. AIDA LEDA BAUER DAVIES
1648490,MONGAGUÁ,ANDERSON LUIZ DE OLIVEIRA,9,EMEF SIRANA KOUKDJIAN
