,NM_MUNICIPIO,DS_CARGO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
2952550,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,8,EMEF. IVONE DE ALMEIDA MONTEIRO
2952915,MONGAGUÁ,Vereador,FABRICIO DA SILVA ALMEIDA,3,EMEF. TONICO SILVA
2953512,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,10,EMEIEF. PEQUENO PRÍNCIPE
2953973,MONGAGUÁ,Vereador,MICHAEL GETRO CALSAVARI NEVES,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2954422,MONGAGUÁ,Vereador,ROGÉRIO OLIVEIRA DE ALMEIDA,1,EE. AGENOR DE CAMPOS
2954926,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,2,EE. AGENOR DE CAMPOS
2954955,MONGAGUÁ,Vereador,TIAGO OLIVEIRA ROCHA,1,EE. AGENOR DE CAMPOS
2955999,MONGAGUÁ,Vereador,BENTO ROGÉRIO DE SOUSA DE OLIVEIRA,1,EMEF. VERA CRUZ
2956026,MONGAGUÁ,Vereador,BENTO ROGÉRIO DE SOUSA DE OLIVEIRA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
2959477,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,3,EE. PROF. ARACY DA SILVA FREITAS
2960137,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,4,EE. PROF. ARACY DA SILVA FREITAS
2962135,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,12,EMEF. REGINA MARIA
2962480,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,4,EMEF. JACOUB KOUKDJIAN
2962488,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,2,EMEF. PROF. PEDRO FERNANDES DANTE
2962683,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,1,EMEF. TONICO SILVA
2963700,MONGAGUÁ,Vereador,EDUARDO DA SILVA DUARTE,1,EMEF. REGINA MARIA
2964643,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,3,EE. PROF. ARACY DA SILVA FREITAS
2966643,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
2967106,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,6,EMEIEF. PEQUENO PRÍNCIPE
2967262,MONGAGUÁ,Vereador,MAURO THEMOTEO DE ANDRADE,1,EE. AGENOR DE CAMPOS
2967590,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,7,EMEIEF. PEQUENO PRÍNCIPE
2969589,MONGAGUÁ,Vereador,VANELITO DE JESUS,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
2970431,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,5,EE. PROF. AIDA LEDA BAUER DAVIES
2972963,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,3,EE. PROF. ARACY DA SILVA FREITAS
2973538,MONGAGUÁ,Vereador,VANELITO DE JESUS,1,EE. AGENOR DE CAMPOS
2973559,MONGAGUÁ,Vereador,VANELITO DE JESUS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
2974909,MONGAGUÁ,Vereador,MICHAEL GETRO CALSAVARI NEVES,3,EMEF. TONICO SILVA
2974990,MONGAGUÁ,Vereador,IOLANDA ARLETE ARCARI MUNIZ,1,EMEF. REGINA MARIA
2975358,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
2975995,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,4,EMEF. REGINA MARIA
2976400,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,11,EMEF. TONICO SILVA
2979018,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,4,EE. PROF. ARACY DA SILVA FREITAS
2979093,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,10,EMEF. JACOUB KOUKDJIAN
2980006,MONGAGUÁ,Vereador,EVERTON DE ARRUDA ALVES,1,EE. PROF. ARACY DA SILVA FREITAS
2981441,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,22,EMEF. REGINA MARIA
2981663,MONGAGUÁ,Vereador,FABRICIO DA SILVA ALMEIDA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2981664,MONGAGUÁ,Vereador,ADEILSON JOSÉ DA SILVA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
2982190,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,5,EMEF. IVONE DE ALMEIDA MONTEIRO
2983799,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,1,EMEF. TONICO SILVA
2984395,MONGAGUÁ,Vereador,EVERTON DE ARRUDA ALVES,1,EMEF. IVONE DE ALMEIDA MONTEIRO
2984830,MONGAGUÁ,Vereador,IOLANDA ARLETE ARCARI MUNIZ,4,EMEIEF. PEQUENO PRÍNCIPE
2985640,MONGAGUÁ,Vereador,ADRIANO FARIA DO NASCIMENTO,2,EMEF. TONICO SILVA
2985664,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,1,EMEF. JACOUB KOUKDJIAN
2986420,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,6,EE. PROF. AIDA LEDA BAUER DAVIES
2987277,MONGAGUÁ,Vereador,FABRICIO DA SILVA ALMEIDA,2,EMEF. VERA CRUZ
2988360,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,4,EMEIEF. PEQUENO PRÍNCIPE
2988385,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,4,EMEF. TONICO SILVA
2989418,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,5,EE. AGENOR DE CAMPOS
2991001,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
2992846,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
2993107,MONGAGUÁ,Vereador,FÁBIO JACKSON LOPES MATOS,1,EMEF. REGINA MARIA
2994591,MONGAGUÁ,Vereador,SCARLETE DE SOUZA PORTELLA,2,EMEF. TONICO SILVA
2995159,MONGAGUÁ,Vereador,ANDRÉ DA SILVA ROCHA,2,EMEF. JACOUB KOUKDJIAN
2997647,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,7,EMEF. JACOUB KOUKDJIAN
2999667,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,4,EMEF. FLÓRIDA MIRIM
3000108,MONGAGUÁ,Vereador,SCARLETE DE SOUZA PORTELLA,2,EMEF. REGINA MARIA
3000834,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3001200,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,1,EMEF. JACOUB KOUKDJIAN
3005427,MONGAGUÁ,Vereador,ADEILSON JOSÉ DA SILVA,2,EMEF. VERA CRUZ
3005428,MONGAGUÁ,Vereador,FABRICIO DA SILVA ALMEIDA,2,EMEF. VERA CRUZ
3005551,MONGAGUÁ,Vereador,PAULO HENRIQUE MARTINS,5,EMEF SIRANA KOUKDJIAN
3005990,MONGAGUÁ,Vereador,PAULO HENRIQUE DOMINGOS RAMOS,1,EE. AGENOR DE CAMPOS
3006646,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,1,EMEF. VERA CRUZ
3008954,MONGAGUÁ,Vereador,ADEILSON JOSÉ DA SILVA,13,EMEF. BARIGUI
3009701,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,8,EMEIEF SÍTIO DO PICA PAU AMARELO
3010006,MONGAGUÁ,Vereador,PAULO HENRIQUE DOMINGOS RAMOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
3010358,MONGAGUÁ,Vereador,FÁBIO JACKSON LOPES MATOS,1,EE. PROF. AIDA LEDA BAUER DAVIES
3011003,MONGAGUÁ,Vereador,IVAN BISPO DOS SANTOS,1,EMEF. JACOUB KOUKDJIAN
3011147,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,6,EMEIEF. PEQUENO PRÍNCIPE
3013749,MONGAGUÁ,Vereador,ANDERSON LUIZ DE OLIVEIRA,7,EMEF. PREFEITO CASSIMIRO CORREA NETO
3015231,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3016148,MONGAGUÁ,Vereador,ALESSANDRA BARBOZA DA SILVA,4,EMEF. FLÓRIDA MIRIM
3016509,MONGAGUÁ,Vereador,BENTO ROGÉRIO DE SOUSA DE OLIVEIRA,2,EMEF. TONICO SILVA
3016904,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3017204,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,9,EMEIEF. PEQUENO PRÍNCIPE
3019169,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,4,EMEF. PROF. PEDRO FERNANDES DANTE
3020418,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,1,EE. PROF. AIDA LEDA BAUER DAVIES
3020433,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,6,EMEF. PROF. PEDRO FERNANDES DANTE
3020923,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3021685,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,2,EMEF. PROF. PEDRO FERNANDES DANTE
3022240,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,3,EMEIEF. PEQUENO PRÍNCIPE
3022930,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. FLÓRIDA MIRIM
3022977,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3023497,MONGAGUÁ,Vereador,LUCIANO LARA VIEIRA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3025541,MONGAGUÁ,Vereador,IOLANDA ARLETE ARCARI MUNIZ,1,EMEF. TONICO SILVA
3026115,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,5,EE. PROF. AIDA LEDA BAUER DAVIES
3026243,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3026346,MONGAGUÁ,Vereador,LIAMARA ZUBIA CHILA,2,EMEF. TONICO SILVA
3026948,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,3,EE. PROF. AIDA LEDA BAUER DAVIES
3027614,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
3028344,MONGAGUÁ,Vereador,LIAMARA ZUBIA CHILA,1,EE. PROF. AIDA LEDA BAUER DAVIES
3028950,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,8,EE. AGENOR DE CAMPOS
3029283,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3029304,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EMEF. BARIGUI
3029720,MONGAGUÁ,Vereador,MICHELLE BRITO DA SILVA,1,EMEF. JACOUB KOUKDJIAN
3029721,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,1,EMEF. JACOUB KOUKDJIAN
3030671,MONGAGUÁ,Vereador,MARIA MADALENA BRITO GOMES,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3031117,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
3031671,MONGAGUÁ,Vereador,BALBINO FERREIRA DE JESUS,1,EE. PROF. ARACY DA SILVA FREITAS
3034115,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,8,EE. AGENOR DE CAMPOS
3034336,MONGAGUÁ,Vereador,LIAMARA ZUBIA CHILA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
3034440,MONGAGUÁ,Vereador,IRENE CLEMENTINA MARQUES TUPINÁ,2,EE. PROF. ARACY DA SILVA FREITAS
3034516,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,4,EMEF. IVONE DE ALMEIDA MONTEIRO
3035231,MONGAGUÁ,Vereador,EDUARDO DA SILVA DUARTE,1,EMEIEF. PEQUENO PRÍNCIPE
3036074,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3038254,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,5,EE. AGENOR DE CAMPOS
3038255,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,5,EMEF. IVONE DE ALMEIDA MONTEIRO
3039534,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,5,EE. AGENOR DE CAMPOS
3041966,MONGAGUÁ,Vereador,SANDRO LARA VIEIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3042130,MONGAGUÁ,Vereador,BALBINO FERREIRA DE JESUS,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3044027,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,7,EMEF. PREFEITO CASSIMIRO CORREA NETO
3044062,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,9,EMEF. PROF. PEDRO FERNANDES DANTE
3048922,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,7,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3049202,MONGAGUÁ,Vereador,ALESSANDRA BARBOZA DA SILVA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3049719,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,1,EMEF SIRANA KOUKDJIAN
3051057,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,10,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3051196,MONGAGUÁ,Vereador,MICHELLE BRITO DA SILVA,1,EMEIEF. PEQUENO PRÍNCIPE
3051197,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,1,EMEIEF. PEQUENO PRÍNCIPE
3051299,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
3051749,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
3052268,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,2,EMEF. REGINA MARIA
3053230,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,2,EMEF. VERA CRUZ
3055258,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,3,EMEIEF. PEQUENO PRÍNCIPE
3055679,MONGAGUÁ,Vereador,ALESSANDRA BARBOZA DA SILVA,1,EMEF. FLÓRIDA MIRIM
3056079,MONGAGUÁ,Vereador,ANDREA APARECIDA INDRIGO,1,EE. PROF. ARACY DA SILVA FREITAS
3056229,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,1,EMEF. JACOUB KOUKDJIAN
3056495,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,13,EE. PROF. AIDA LEDA BAUER DAVIES
3057189,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,2,EE. PROF. AIDA LEDA BAUER DAVIES
3057435,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,14,EMEF. VERA CRUZ
3059231,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,3,EMEF. BARIGUI
3059720,MONGAGUÁ,Vereador,SILVIO TAMAGNINI DE AQUINO,2,EMEF. TONICO SILVA
3060014,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,1,EE. PROF. AIDA LEDA BAUER DAVIES
3060690,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3061008,MONGAGUÁ,Vereador,BENTO ROGÉRIO DE SOUSA DE OLIVEIRA,1,EMEF. TONICO SILVA
3062349,MONGAGUÁ,Vereador,MARCOS PAULO DO NASCIMENTO,1,EMEF. VERA CRUZ
3062379,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,11,EMEF. PREFEITO CASSIMIRO CORREA NETO
3062724,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,2,EMEF. BARIGUI
3063195,MONGAGUÁ,Vereador,SUELI MOREIRA BRITO DOS SANTOS,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3069039,MONGAGUÁ,Vereador,ANDREA APARECIDA INDRIGO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3070244,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,1,EMEF. REGINA MARIA
3072814,MONGAGUÁ,Vereador,FÁBIO CARVALHO DONATO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3073011,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,10,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3075426,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,7,EMEF. PROF. PEDRO FERNANDES DANTE
3076408,MONGAGUÁ,Vereador,VANELITO DE JESUS,3,EE. PROF. ARACY DA SILVA FREITAS
3079070,MONGAGUÁ,Vereador,ANDREA APARECIDA INDRIGO,1,EMEF. TONICO SILVA
3079239,MONGAGUÁ,Vereador,EDUARDO DA SILVA DUARTE,1,EMEF. FLÓRIDA MIRIM
3081721,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,5,EMEF. PREFEITO CASSIMIRO CORREA NETO
3082291,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
3082436,MONGAGUÁ,Vereador,GUSTAVO TOZI DA SILVA,1,EMEF. JACOUB KOUKDJIAN
3083277,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,4,EE. AGENOR DE CAMPOS
3085246,MONGAGUÁ,Vereador,DIEGO ROBERTO ALVES SAES,3,EMEF. BARIGUI
3086550,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,17,EMEF. IVONE DE ALMEIDA MONTEIRO
3089773,MONGAGUÁ,Vereador,IONE MENGHI BRACCO,2,EMEIEF. PEQUENO PRÍNCIPE
3090686,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EMEF. BARIGUI
3090748,MONGAGUÁ,Vereador,DIEGO ROBERTO ALVES SAES,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3092790,MONGAGUÁ,Vereador,EDUARDO DA SILVA DUARTE,3,EMEF. REGINA MARIA
3093049,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,11,EE. AGENOR DE CAMPOS
3093192,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3093239,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3094697,MONGAGUÁ,Vereador,IONE MENGHI BRACCO,1,EMEIEF. PEQUENO PRÍNCIPE
3094704,MONGAGUÁ,Vereador,ALESSANDRA BARBOZA DA SILVA,1,EMEF. REGINA MARIA
3094710,MONGAGUÁ,Vereador,CRISTINA APARECIDA SANTOS,1,EMEF. REGINA MARIA
3095498,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,1,EMEF. TONICO SILVA
3095716,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,2,EMEF. BARIGUI
3096714,MONGAGUÁ,Vereador,VALDOMIRO VICTONI JUNIOR,2,EMEIEF. PEQUENO PRÍNCIPE
3097596,MONGAGUÁ,Vereador,MAURÍCIO DE ZAGIACOMO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3098530,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,2,EMEF. TONICO SILVA
3099539,MONGAGUÁ,Vereador,DIEGO MARTINS DOMINGUES,8,EMEF. PREFEITO CASSIMIRO CORREA NETO
3100665,MONGAGUÁ,Vereador,CARLOS EDUARDO HUBNER DE OLIVEIRA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
3102535,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,15,EE. PROF. AIDA LEDA BAUER DAVIES
3104247,MONGAGUÁ,Vereador,VALDOMIRO VICTONI JUNIOR,4,EMEIEF SÍTIO DO PICA PAU AMARELO
3105306,MONGAGUÁ,Vereador,ALESSANDRA BARBOZA DA SILVA,1,EE. PROF. ARACY DA SILVA FREITAS
3105456,MONGAGUÁ,Vereador,VANELITO DE JESUS,5,EMEF. PROF. PEDRO FERNANDES DANTE
3106254,MONGAGUÁ,Vereador,VALDOMIRO VICTONI JUNIOR,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3106261,MONGAGUÁ,Vereador,DIEGO ROBERTO ALVES SAES,5,EMEF. BARIGUI
3108266,MONGAGUÁ,Vereador,DIEGO ROBERTO ALVES SAES,1,EMEF. FLÓRIDA MIRIM
3109585,MONGAGUÁ,Vereador,ELISANGELA DE MOURA VALESI,1,EE. PROF. ARACY DA SILVA FREITAS
3109915,MONGAGUÁ,Vereador,FÁBIO CARVALHO DONATO,2,EMEF. TONICO SILVA
3112035,MONGAGUÁ,Vereador,JULIO CESAR DELFINO DE OLIVEIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3115061,MONGAGUÁ,Vereador,AUREO TADEUS DA SILVA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3116017,MONGAGUÁ,Vereador,JULIO CESAR DELFINO DE OLIVEIRA,2,EMEF. VERA CRUZ
3118685,MONGAGUÁ,Vereador,IVAN BISPO DOS SANTOS,1,EE. AGENOR DE CAMPOS
3120297,MONGAGUÁ,Vereador,ALESSANDRA BARBOZA DA SILVA,1,EMEF. JACOUB KOUKDJIAN
3121863,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,3,EMEF. VERA CRUZ
3122912,MONGAGUÁ,Vereador,FÁBIO CARVALHO DONATO,2,EE. PROF. AIDA LEDA BAUER DAVIES
3123635,MONGAGUÁ,Vereador,ELISANGELA DE MOURA VALESI,2,EMEF. IVONE DE ALMEIDA MONTEIRO
3124178,MONGAGUÁ,Vereador,IVAN BISPO DOS SANTOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
3124459,MONGAGUÁ,Vereador,LIAMARA ZUBIA CHILA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3125569,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,13,EMEF. IVONE DE ALMEIDA MONTEIRO
3129557,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,5,EE. AGENOR DE CAMPOS
3131556,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,3,EE. AGENOR DE CAMPOS
3132078,MONGAGUÁ,Vereador,ANDRÉ DA SILVA ROCHA,1,EE. AGENOR DE CAMPOS
3132456,MONGAGUÁ,Vereador,CAMILA FAKRI GARCIA SOARES VITERBO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3132575,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,6,EE. AGENOR DE CAMPOS
3133304,MONGAGUÁ,Vereador,DIEGO ROBERTO ALVES SAES,3,EMEIEF. PEQUENO PRÍNCIPE
3133343,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,2,EMEF. JACOUB KOUKDJIAN
3133536,MONGAGUÁ,Vereador,LUIZ BERBIZ DE OLIVEIRA,6,EMEF. PREFEITO CASSIMIRO CORREA NETO
3133809,MONGAGUÁ,Vereador,RICARDO POETA,1,EMEF. REGINA MARIA
3135975,MONGAGUÁ,Vereador,LEONARDO ULISSES DA SILVA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3136364,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,1,EE. PROF. AIDA LEDA BAUER DAVIES
3138127,MONGAGUÁ,Vereador,JULIO CESAR DELFINO DE OLIVEIRA,1,EMEF. TONICO SILVA
3140755,MONGAGUÁ,Vereador,MARIVA BARROSO DE OLIVEIRA PAIVA,1,EE. PROF. ARACY DA SILVA FREITAS
3142305,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,1,EMEF. REGINA MARIA
3145823,MONGAGUÁ,Vereador,SCARLETE DE SOUZA PORTELLA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3145889,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
3146180,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,2,EMEF. TONICO SILVA
3147194,MONGAGUÁ,Vereador,FÁBIO RIBEIRO ARENA,16,EMEIEF. PROF. CÉLIA PUPO DE JESUS
3147869,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
3148278,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,4,EE. AGENOR DE CAMPOS
3148604,MONGAGUÁ,Vereador,IVAN BISPO DOS SANTOS,2,EE. AGENOR DE CAMPOS
3150711,MONGAGUÁ,Vereador,EDUARDO SANTANA ROQUE DA SILVA,3,EE. PROF. AIDA LEDA BAUER DAVIES
3150898,MONGAGUÁ,Vereador,EDUARDO DA SILVA DUARTE,1,EMEIEF. PEQUENO PRÍNCIPE
3151283,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,12,EE. AGENOR DE CAMPOS
3153241,MONGAGUÁ,Vereador,EDUARDO ALVES MENNUCCI,1,EMEF. VERA CRUZ
3153752,MONGAGUÁ,Vereador,EDUARDO ALVES MENNUCCI,1,EMEF. IVONE DE ALMEIDA MONTEIRO
3154235,MONGAGUÁ,Vereador,EDUARDO ALVES MENNUCCI,2,EMEIEF. PEQUENO PRÍNCIPE
3159654,MONGAGUÁ,Vereador,RICHARD KOTZENT,3,EE. PROF. ARACY DA SILVA FREITAS
3160043,MONGAGUÁ,Vereador,TIAGO OLIVEIRA ROCHA,1,EMEF. TONICO SILVA
3160708,MONGAGUÁ,Vereador,EDUARDO ALVES MENNUCCI,2,EMEF. JACOUB KOUKDJIAN
3162655,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,2,EE. PROF. ARACY DA SILVA FREITAS
3164675,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
3165224,MONGAGUÁ,Vereador,SCARLETE DE SOUZA PORTELLA,3,EMEF. BARIGUI
3166746,MONGAGUÁ,Vereador,FÁBIO JACKSON LOPES MATOS,1,EE. PROF. AIDA LEDA BAUER DAVIES
3169583,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,12,EE. PROF. AIDA LEDA BAUER DAVIES
