,NM_MUNICIPIO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
784630,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,80,EE. PROF. ARACY DA SILVA FREITAS
784631,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,86,EE. PROF. ARACY DA SILVA FREITAS
784632,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,63,EMEIEF CLAUDIA MARIA ANDRELLA
786653,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,86,EMEF VEREADOR GIVALDO ALVES GOMES
788649,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,64,EMEF. FLÓRIDA MIRIM
788650,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,49,EMEF. JACOUB KOUKDJIAN
790646,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,60,EMEF. IVONE DE ALMEIDA MONTEIRO
790647,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,66,EMEF. FLÓRIDA MIRIM
792172,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,58,EE. AGENOR DE CAMPOS
792173,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,69,EMEF. BARIGUI
792174,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,67,EE. PROF. ARACY DA SILVA FREITAS
794677,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,74,EMEF. IVONE DE ALMEIDA MONTEIRO
794678,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,73,EMEIEF. PEQUENO PRÍNCIPE
796219,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,64,EMEIEF. PEQUENO PRÍNCIPE
796220,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,69,EMEF. FLÓRIDA MIRIM
796221,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,79,EMEF. IVONE DE ALMEIDA MONTEIRO
796222,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,70,EE. AGENOR DE CAMPOS
798205,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,69,EMEF. JACOUB KOUKDJIAN
798206,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,57,EMEF. FLÓRIDA MIRIM
798207,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,76,EMEF. TONICO SILVA
798208,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,75,EMEF. TONICO SILVA
800210,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,64,EE. PROF. AIDA LEDA BAUER DAVIES
800211,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,59,EMEF. FLÓRIDA MIRIM
800212,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,72,EE. AGENOR DE CAMPOS
801169,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,76,EE. PROF. AIDA LEDA BAUER DAVIES
801170,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,67,EMEF SIRANA KOUKDJIAN
801171,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,64,EE. AGENOR DE CAMPOS
801172,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,71,EMEF. JACOUB KOUKDJIAN
801702,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,69,EE. PROF. AIDA LEDA BAUER DAVIES
801703,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,56,EMEF. BARIGUI
801704,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,52,EE. AGENOR DE CAMPOS
802669,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,87,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
802670,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,49,EMEF SIRANA KOUKDJIAN
802671,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,61,EMEF SIRANA KOUKDJIAN
803719,MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,65,EMEF. TONICO SILVA
804267,MONGAGUÁ,PAULO WIAZOWSKI FILHO,103,EMEF SIRANA KOUKDJIAN
804268,MONGAGUÁ,PAULO WIAZOWSKI FILHO,78,EE. PROF. AIDA LEDA BAUER DAVIES
804269,MONGAGUÁ,PAULO WIAZOWSKI FILHO,119,EMEF. JACOUB KOUKDJIAN
804271,MONGAGUÁ,PAULO WIAZOWSKI FILHO,104,EMEIEF. PEQUENO PRÍNCIPE
804272,MONGAGUÁ,PAULO WIAZOWSKI FILHO,118,EMEF. JACOUB KOUKDJIAN
805231,MONGAGUÁ,PAULO WIAZOWSKI FILHO,76,EMEF SIRANA KOUKDJIAN
805232,MONGAGUÁ,PAULO WIAZOWSKI FILHO,76,EMEF. FLÓRIDA MIRIM
805233,MONGAGUÁ,PAULO WIAZOWSKI FILHO,115,EMEIEF CLAUDIA MARIA ANDRELLA
805234,MONGAGUÁ,PAULO WIAZOWSKI FILHO,100,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
805756,MONGAGUÁ,PAULO WIAZOWSKI FILHO,121,EMEIEF CLAUDIA MARIA ANDRELLA
805757,MONGAGUÁ,PAULO WIAZOWSKI FILHO,97,EMEF. IVONE DE ALMEIDA MONTEIRO
805758,MONGAGUÁ,PAULO WIAZOWSKI FILHO,105,EMEF. BARIGUI
805759,MONGAGUÁ,PAULO WIAZOWSKI FILHO,92,EMEF. IVONE DE ALMEIDA MONTEIRO
806285,MONGAGUÁ,PAULO WIAZOWSKI FILHO,87,EMEF. PREFEITO CASSIMIRO CORREA NETO
806731,MONGAGUÁ,PAULO WIAZOWSKI FILHO,128,EMEF. PROF. PEDRO FERNANDES DANTE
807247,MONGAGUÁ,PAULO WIAZOWSKI FILHO,101,EE. PROF. ARACY DA SILVA FREITAS
807248,MONGAGUÁ,PAULO WIAZOWSKI FILHO,82,EE. PROF. ARACY DA SILVA FREITAS
807249,MONGAGUÁ,PAULO WIAZOWSKI FILHO,109,EMEIEF CLAUDIA MARIA ANDRELLA
807750,MONGAGUÁ,PAULO WIAZOWSKI FILHO,122,EMEF VEREADOR GIVALDO ALVES GOMES
808259,MONGAGUÁ,PAULO WIAZOWSKI FILHO,89,EMEF. FLÓRIDA MIRIM
808260,MONGAGUÁ,PAULO WIAZOWSKI FILHO,88,EMEF. JACOUB KOUKDJIAN
808777,MONGAGUÁ,PAULO WIAZOWSKI FILHO,94,EMEF. IVONE DE ALMEIDA MONTEIRO
808778,MONGAGUÁ,PAULO WIAZOWSKI FILHO,97,EMEF. FLÓRIDA MIRIM
809264,MONGAGUÁ,PAULO WIAZOWSKI FILHO,103,EE. AGENOR DE CAMPOS
809265,MONGAGUÁ,PAULO WIAZOWSKI FILHO,112,EMEF. BARIGUI
809268,MONGAGUÁ,PAULO WIAZOWSKI FILHO,95,EE. PROF. ARACY DA SILVA FREITAS
809785,MONGAGUÁ,PAULO WIAZOWSKI FILHO,108,EMEF. IVONE DE ALMEIDA MONTEIRO
809786,MONGAGUÁ,PAULO WIAZOWSKI FILHO,116,EMEIEF. PEQUENO PRÍNCIPE
810770,MONGAGUÁ,PAULO WIAZOWSKI FILHO,120,EMEF. JACOUB KOUKDJIAN
810771,MONGAGUÁ,PAULO WIAZOWSKI FILHO,104,EMEF. FLÓRIDA MIRIM
810772,MONGAGUÁ,PAULO WIAZOWSKI FILHO,101,EMEF. TONICO SILVA
810773,MONGAGUÁ,PAULO WIAZOWSKI FILHO,71,EMEF. TONICO SILVA
811258,MONGAGUÁ,PAULO WIAZOWSKI FILHO,87,EE. PROF. AIDA LEDA BAUER DAVIES
811259,MONGAGUÁ,PAULO WIAZOWSKI FILHO,90,EMEF. FLÓRIDA MIRIM
811260,MONGAGUÁ,PAULO WIAZOWSKI FILHO,98,EE. AGENOR DE CAMPOS
811283,MONGAGUÁ,PAULO WIAZOWSKI FILHO,85,EE. PROF. AIDA LEDA BAUER DAVIES
811284,MONGAGUÁ,PAULO WIAZOWSKI FILHO,84,EMEF SIRANA KOUKDJIAN
811285,MONGAGUÁ,PAULO WIAZOWSKI FILHO,121,EE. AGENOR DE CAMPOS
811286,MONGAGUÁ,PAULO WIAZOWSKI FILHO,85,EMEF. JACOUB KOUKDJIAN
811764,MONGAGUÁ,PAULO WIAZOWSKI FILHO,90,EE. PROF. AIDA LEDA BAUER DAVIES
811765,MONGAGUÁ,PAULO WIAZOWSKI FILHO,111,EMEF. BARIGUI
811766,MONGAGUÁ,PAULO WIAZOWSKI FILHO,103,EE. AGENOR DE CAMPOS
812257,MONGAGUÁ,PAULO WIAZOWSKI FILHO,109,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
812258,MONGAGUÁ,PAULO WIAZOWSKI FILHO,92,EMEF SIRANA KOUKDJIAN
812259,MONGAGUÁ,PAULO WIAZOWSKI FILHO,87,EMEF SIRANA KOUKDJIAN
812276,MONGAGUÁ,PAULO WIAZOWSKI FILHO,94,EMEF. TONICO SILVA
836943,MONGAGUÁ,PAULO WIAZOWSKI FILHO,111,EMEF. PROF. PEDRO FERNANDES DANTE
837918,MONGAGUÁ,PAULO WIAZOWSKI FILHO,94,EMEF SIRANA KOUKDJIAN
1268981,MONGAGUÁ,VOTO NULO,20,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1268982,MONGAGUÁ,VOTO NULO,13,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1268983,MONGAGUÁ,VOTO NULO,12,EMEF. JACOUB KOUKDJIAN
1269429,MONGAGUÁ,VOTO NULO,7,EMEF. IVONE DE ALMEIDA MONTEIRO
1269434,MONGAGUÁ,VOTO NULO,8,EMEF. IVONE DE ALMEIDA MONTEIRO
1275985,MONGAGUÁ,VOTO NULO,11,EE. PROF. AIDA LEDA BAUER DAVIES
1275986,MONGAGUÁ,VOTO NULO,13,EMEF. BARIGUI
1275990,MONGAGUÁ,VOTO NULO,19,EMEIEF. PEQUENO PRÍNCIPE
1289607,MONGAGUÁ,VOTO NULO,12,EMEF. TONICO SILVA
1289617,MONGAGUÁ,VOTO NULO,7,EMEF. TONICO SILVA
1289621,MONGAGUÁ,VOTO NULO,20,EE. PROF. ARACY DA SILVA FREITAS
1297615,MONGAGUÁ,VOTO NULO,21,EE. AGENOR DE CAMPOS
1297616,MONGAGUÁ,VOTO NULO,14,EE. AGENOR DE CAMPOS
1297619,MONGAGUÁ,VOTO NULO,11,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1304147,MONGAGUÁ,VOTO NULO,8,EE. AGENOR DE CAMPOS
1310679,MONGAGUÁ,VOTO NULO,14,EMEF SIRANA KOUKDJIAN
1310685,MONGAGUÁ,VOTO NULO,15,EMEF. IVONE DE ALMEIDA MONTEIRO
1310686,MONGAGUÁ,VOTO NULO,14,EE. PROF. AIDA LEDA BAUER DAVIES
1317717,MONGAGUÁ,VOTO NULO,9,EMEF. PROF. PEDRO FERNANDES DANTE
1318154,MONGAGUÁ,VOTO NULO,8,EE. PROF. ARACY DA SILVA FREITAS
1318164,MONGAGUÁ,VOTO NULO,14,EE. AGENOR DE CAMPOS
1559298,MONGAGUÁ,VOTO BRANCO,10,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1559303,MONGAGUÁ,VOTO BRANCO,8,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1559304,MONGAGUÁ,VOTO BRANCO,9,EMEF. PREFEITO CASSIMIRO CORREA NETO
1559305,MONGAGUÁ,VOTO BRANCO,9,EMEIEF CLAUDIA MARIA ANDRELLA
1563855,MONGAGUÁ,VOTO BRANCO,9,EMEIEF CLAUDIA MARIA ANDRELLA
1563856,MONGAGUÁ,VOTO BRANCO,7,EE. PROF. ARACY DA SILVA FREITAS
1568845,MONGAGUÁ,VOTO BRANCO,10,EMEF. BARIGUI
1568846,MONGAGUÁ,VOTO BRANCO,9,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1568848,MONGAGUÁ,VOTO BRANCO,11,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1568849,MONGAGUÁ,VOTO BRANCO,1,EMEF SIRANA KOUKDJIAN
1568850,MONGAGUÁ,VOTO BRANCO,7,EMEF. PROF. PEDRO FERNANDES DANTE
1573880,MONGAGUÁ,VOTO BRANCO,7,EMEIEF CLAUDIA MARIA ANDRELLA
1573881,MONGAGUÁ,VOTO BRANCO,8,EMEF. PREFEITO CASSIMIRO CORREA NETO
1578344,MONGAGUÁ,VOTO BRANCO,10,EMEIEF CLAUDIA MARIA ANDRELLA
1578347,MONGAGUÁ,VOTO BRANCO,10,EMEF. PROF. PEDRO FERNANDES DANTE
1582845,MONGAGUÁ,VOTO BRANCO,14,EMEIEF. PEQUENO PRÍNCIPE
1582848,MONGAGUÁ,VOTO BRANCO,7,EMEF. PREFEITO CASSIMIRO CORREA NETO
1584349,MONGAGUÁ,VOTO BRANCO,11,EMEF. BARIGUI
1587418,MONGAGUÁ,VOTO BRANCO,6,EMEF SIRANA KOUKDJIAN
1587419,MONGAGUÁ,VOTO BRANCO,6,EMEIEF CLAUDIA MARIA ANDRELLA
1592436,MONGAGUÁ,VOTO BRANCO,9,EMEF. PROF. PEDRO FERNANDES DANTE
1598423,MONGAGUÁ,VOTO BRANCO,10,EMEIEF CLAUDIA MARIA ANDRELLA
1598424,MONGAGUÁ,VOTO BRANCO,12,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1598425,MONGAGUÁ,VOTO BRANCO,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1602940,MONGAGUÁ,VOTO BRANCO,7,EMEIEF. PEQUENO PRÍNCIPE
1602941,MONGAGUÁ,VOTO BRANCO,10,EMEF. FLÓRIDA MIRIM
1602943,MONGAGUÁ,VOTO BRANCO,2,EMEF. IVONE DE ALMEIDA MONTEIRO
1602944,MONGAGUÁ,VOTO BRANCO,9,EE. AGENOR DE CAMPOS
1607487,MONGAGUÁ,VOTO BRANCO,8,EE. PROF. ARACY DA SILVA FREITAS
1607488,MONGAGUÁ,VOTO BRANCO,12,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1622490,MONGAGUÁ,VOTO BRANCO,10,EMEF. PROF. PEDRO FERNANDES DANTE
1626469,MONGAGUÁ,VOTO BRANCO,2,EMEF SIRANA KOUKDJIAN
1631970,MONGAGUÁ,VOTO BRANCO,5,EMEF SIRANA KOUKDJIAN
1631971,MONGAGUÁ,VOTO BRANCO,7,EE. PROF. AIDA LEDA BAUER DAVIES
1631972,MONGAGUÁ,VOTO BRANCO,9,EMEF. JACOUB KOUKDJIAN
1631974,MONGAGUÁ,VOTO BRANCO,9,EMEIEF. PEQUENO PRÍNCIPE
1631975,MONGAGUÁ,VOTO BRANCO,12,EMEF. JACOUB KOUKDJIAN
1637530,MONGAGUÁ,VOTO BRANCO,13,EMEF SIRANA KOUKDJIAN
1637531,MONGAGUÁ,VOTO BRANCO,12,EMEF. FLÓRIDA MIRIM
1637532,MONGAGUÁ,VOTO BRANCO,14,EMEIEF CLAUDIA MARIA ANDRELLA
1637533,MONGAGUÁ,VOTO BRANCO,8,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1642500,MONGAGUÁ,VOTO BRANCO,11,EMEIEF CLAUDIA MARIA ANDRELLA
1642501,MONGAGUÁ,VOTO BRANCO,12,EMEF. IVONE DE ALMEIDA MONTEIRO
1642502,MONGAGUÁ,VOTO BRANCO,11,EMEF. BARIGUI
1642508,MONGAGUÁ,VOTO BRANCO,7,EMEF. IVONE DE ALMEIDA MONTEIRO
1642988,MONGAGUÁ,VOTO BRANCO,21,EMEF. JACOUB KOUKDJIAN
1648042,MONGAGUÁ,VOTO BRANCO,9,EMEF. PREFEITO CASSIMIRO CORREA NETO
1648043,MONGAGUÁ,VOTO BRANCO,9,EMEF. PROF. PEDRO FERNANDES DANTE
1653516,MONGAGUÁ,VOTO BRANCO,12,EE. PROF. ARACY DA SILVA FREITAS
1653519,MONGAGUÁ,VOTO BRANCO,13,EE. PROF. ARACY DA SILVA FREITAS
1653534,MONGAGUÁ,VOTO BRANCO,7,EMEIEF CLAUDIA MARIA ANDRELLA
1658524,MONGAGUÁ,VOTO BRANCO,9,EMEF VEREADOR GIVALDO ALVES GOMES
1661975,MONGAGUÁ,VOTO NULO,13,EMEF. PREFEITO CASSIMIRO CORREA NETO
1661979,MONGAGUÁ,VOTO NULO,7,EMEIEF CLAUDIA MARIA ANDRELLA
1661980,MONGAGUÁ,VOTO NULO,18,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1661982,MONGAGUÁ,VOTO NULO,21,EMEF. FLÓRIDA MIRIM
1663076,MONGAGUÁ,VOTO BRANCO,17,EMEF. FLÓRIDA MIRIM
1663079,MONGAGUÁ,VOTO BRANCO,9,EMEF. JACOUB KOUKDJIAN
1667065,MONGAGUÁ,VOTO BRANCO,12,EMEF. IVONE DE ALMEIDA MONTEIRO
1667066,MONGAGUÁ,VOTO BRANCO,15,EMEF. FLÓRIDA MIRIM
1668522,MONGAGUÁ,VOTO NULO,12,EMEIEF CLAUDIA MARIA ANDRELLA
1668526,MONGAGUÁ,VOTO NULO,13,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1668527,MONGAGUÁ,VOTO NULO,13,EE. AGENOR DE CAMPOS
1672112,MONGAGUÁ,VOTO BRANCO,11,EE. AGENOR DE CAMPOS
1672115,MONGAGUÁ,VOTO BRANCO,7,EMEF. BARIGUI
1672121,MONGAGUÁ,VOTO BRANCO,7,EE. PROF. ARACY DA SILVA FREITAS
1677169,MONGAGUÁ,VOTO BRANCO,10,EMEIEF. PEQUENO PRÍNCIPE
1677170,MONGAGUÁ,VOTO BRANCO,9,EMEIEF. PEQUENO PRÍNCIPE
1677647,MONGAGUÁ,VOTO BRANCO,6,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1682219,MONGAGUÁ,VOTO BRANCO,9,EMEF. PROF. PEDRO FERNANDES DANTE
1687169,MONGAGUÁ,VOTO NULO,9,EMEF. PREFEITO CASSIMIRO CORREA NETO
1687184,MONGAGUÁ,VOTO NULO,12,EMEF. IVONE DE ALMEIDA MONTEIRO
1687766,MONGAGUÁ,VOTO BRANCO,11,EMEF. PROF. PEDRO FERNANDES DANTE
1687767,MONGAGUÁ,VOTO BRANCO,6,EE. PROF. ARACY DA SILVA FREITAS
1694806,MONGAGUÁ,VOTO BRANCO,8,EMEF SIRANA KOUKDJIAN
1694808,MONGAGUÁ,VOTO BRANCO,11,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1700333,MONGAGUÁ,VOTO BRANCO,5,EE. PROF. AIDA LEDA BAUER DAVIES
1707331,MONGAGUÁ,VOTO BRANCO,16,EMEF. JACOUB KOUKDJIAN
1707332,MONGAGUÁ,VOTO BRANCO,3,EMEF VEREADOR GIVALDO ALVES GOMES
1707334,MONGAGUÁ,VOTO BRANCO,12,EE. AGENOR DE CAMPOS
1707335,MONGAGUÁ,VOTO BRANCO,4,EMEIEF CLAUDIA MARIA ANDRELLA
1711389,MONGAGUÁ,VOTO BRANCO,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1717416,MONGAGUÁ,VOTO BRANCO,2,EMEF. TONICO SILVA
1717421,MONGAGUÁ,VOTO BRANCO,8,EMEF. PREFEITO CASSIMIRO CORREA NETO
1722928,MONGAGUÁ,VOTO BRANCO,11,EMEIEF SÍTIO DO PICA PAU AMARELO
1722930,MONGAGUÁ,VOTO BRANCO,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
1722932,MONGAGUÁ,VOTO BRANCO,6,EMEIEF. PEQUENO PRÍNCIPE
1726437,MONGAGUÁ,VOTO BRANCO,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1726438,MONGAGUÁ,VOTO BRANCO,7,EMEIEF. PEQUENO PRÍNCIPE
1736938,MONGAGUÁ,VOTO BRANCO,13,EE. AGENOR DE CAMPOS
1743447,MONGAGUÁ,VOTO BRANCO,9,EE. PROF. ARACY DA SILVA FREITAS
1743450,MONGAGUÁ,VOTO BRANCO,4,EMEF SIRANA KOUKDJIAN
1743456,MONGAGUÁ,VOTO BRANCO,16,EMEF. JACOUB KOUKDJIAN
1743461,MONGAGUÁ,VOTO BRANCO,8,EMEF. BARIGUI
1751478,MONGAGUÁ,VOTO BRANCO,12,EMEF. JACOUB KOUKDJIAN
1751479,MONGAGUÁ,VOTO BRANCO,6,EMEF. IVONE DE ALMEIDA MONTEIRO
1751485,MONGAGUÁ,VOTO BRANCO,4,EMEF. TONICO SILVA
1761988,MONGAGUÁ,VOTO BRANCO,7,EMEIEF. PEQUENO PRÍNCIPE
1764418,MONGAGUÁ,VOTO NULO,18,EMEF. PROF. PEDRO FERNANDES DANTE
1768439,MONGAGUÁ,VOTO NULO,17,EMEF. PROF. PEDRO FERNANDES DANTE
1768440,MONGAGUÁ,VOTO NULO,16,EE. PROF. ARACY DA SILVA FREITAS
1773507,MONGAGUÁ,VOTO NULO,9,EMEF SIRANA KOUKDJIAN
1773508,MONGAGUÁ,VOTO NULO,16,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1776567,MONGAGUÁ,VOTO BRANCO,6,EMEF. TONICO SILVA
1776568,MONGAGUÁ,VOTO BRANCO,13,EMEF. BARIGUI
1776581,MONGAGUÁ,VOTO BRANCO,9,EMEF SIRANA KOUKDJIAN
1777035,MONGAGUÁ,VOTO BRANCO,11,EE. PROF. ARACY DA SILVA FREITAS
1778505,MONGAGUÁ,VOTO NULO,9,EMEIEF. PEQUENO PRÍNCIPE
1778506,MONGAGUÁ,VOTO NULO,18,EMEIEF. PEQUENO PRÍNCIPE
1778507,MONGAGUÁ,VOTO NULO,11,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1780507,MONGAGUÁ,VOTO NULO,8,EE. PROF. AIDA LEDA BAUER DAVIES
1784577,MONGAGUÁ,VOTO NULO,16,EMEF. JACOUB KOUKDJIAN
1784578,MONGAGUÁ,VOTO NULO,17,EMEF VEREADOR GIVALDO ALVES GOMES
1784584,MONGAGUÁ,VOTO NULO,18,EE. AGENOR DE CAMPOS
1785029,MONGAGUÁ,VOTO NULO,16,EMEIEF CLAUDIA MARIA ANDRELLA
1788610,MONGAGUÁ,VOTO NULO,10,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1793145,MONGAGUÁ,VOTO NULO,13,EMEF. TONICO SILVA
1793156,MONGAGUÁ,VOTO NULO,9,EMEF. PREFEITO CASSIMIRO CORREA NETO
1797192,MONGAGUÁ,VOTO NULO,8,EMEIEF SÍTIO DO PICA PAU AMARELO
1797193,MONGAGUÁ,VOTO NULO,13,EMEF. PREFEITO CASSIMIRO CORREA NETO
1797643,MONGAGUÁ,VOTO NULO,15,EMEIEF. PEQUENO PRÍNCIPE
1801735,MONGAGUÁ,VOTO NULO,8,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1801736,MONGAGUÁ,VOTO NULO,10,EMEIEF. PEQUENO PRÍNCIPE
1806232,MONGAGUÁ,VOTO NULO,10,EMEF. BARIGUI
1811289,MONGAGUÁ,VOTO NULO,7,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1811290,MONGAGUÁ,VOTO NULO,16,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1811291,MONGAGUÁ,VOTO NULO,11,EMEF. PREFEITO CASSIMIRO CORREA NETO
1811292,MONGAGUÁ,VOTO NULO,14,EMEIEF CLAUDIA MARIA ANDRELLA
1815857,MONGAGUÁ,VOTO NULO,19,EMEIEF CLAUDIA MARIA ANDRELLA
1815858,MONGAGUÁ,VOTO NULO,14,EE. PROF. ARACY DA SILVA FREITAS
1910521,MONGAGUÁ,VOTO BRANCO,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
1910524,MONGAGUÁ,VOTO BRANCO,8,EMEIEF CLAUDIA MARIA ANDRELLA
1910973,MONGAGUÁ,VOTO BRANCO,9,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1910984,MONGAGUÁ,VOTO BRANCO,17,EMEF. FLÓRIDA MIRIM
1919035,MONGAGUÁ,VOTO BRANCO,7,EMEIEF CLAUDIA MARIA ANDRELLA
1919041,MONGAGUÁ,VOTO BRANCO,8,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1919044,MONGAGUÁ,VOTO BRANCO,7,EE. AGENOR DE CAMPOS
1942637,MONGAGUÁ,VOTO BRANCO,12,EMEF. PREFEITO CASSIMIRO CORREA NETO
1943081,MONGAGUÁ,VOTO BRANCO,7,EMEF. IVONE DE ALMEIDA MONTEIRO
1950634,MONGAGUÁ,VOTO BRANCO,18,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1950635,MONGAGUÁ,VOTO BRANCO,7,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1950639,MONGAGUÁ,VOTO BRANCO,14,EMEF. JACOUB KOUKDJIAN
1950643,MONGAGUÁ,VOTO BRANCO,2,EMEF. IVONE DE ALMEIDA MONTEIRO
1950644,MONGAGUÁ,VOTO BRANCO,8,EMEF. IVONE DE ALMEIDA MONTEIRO
1972179,MONGAGUÁ,VOTO BRANCO,7,EMEF. TONICO SILVA
1972621,MONGAGUÁ,VOTO BRANCO,7,EMEF. TONICO SILVA
1972627,MONGAGUÁ,VOTO BRANCO,4,EE. PROF. ARACY DA SILVA FREITAS
1981658,MONGAGUÁ,VOTO BRANCO,5,EE. AGENOR DE CAMPOS
1981659,MONGAGUÁ,VOTO BRANCO,2,EE. AGENOR DE CAMPOS
1981666,MONGAGUÁ,VOTO BRANCO,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1987695,MONGAGUÁ,VOTO BRANCO,4,EE. PROF. AIDA LEDA BAUER DAVIES
1987696,MONGAGUÁ,VOTO BRANCO,5,EMEF. BARIGUI
1987700,MONGAGUÁ,VOTO BRANCO,17,EMEIEF. PEQUENO PRÍNCIPE
1990675,MONGAGUÁ,VOTO BRANCO,10,EE. AGENOR DE CAMPOS
1998208,MONGAGUÁ,VOTO BRANCO,4,EMEF SIRANA KOUKDJIAN
1998216,MONGAGUÁ,VOTO BRANCO,3,EMEF. IVONE DE ALMEIDA MONTEIRO
1998217,MONGAGUÁ,VOTO BRANCO,12,EE. PROF. AIDA LEDA BAUER DAVIES
2007199,MONGAGUÁ,VOTO BRANCO,10,EMEF. PROF. PEDRO FERNANDES DANTE
2007200,MONGAGUÁ,VOTO BRANCO,6,EE. PROF. ARACY DA SILVA FREITAS
2007212,MONGAGUÁ,VOTO BRANCO,20,EE. AGENOR DE CAMPOS
2015240,MONGAGUÁ,VOTO BRANCO,8,EMEF SIRANA KOUKDJIAN
2015265,MONGAGUÁ,VOTO BRANCO,12,EMEIEF SÍTIO DO PICA PAU AMARELO
2204088,MONGAGUÁ,VOTO NULO,14,EMEF SIRANA KOUKDJIAN
2204096,MONGAGUÁ,VOTO NULO,14,EMEIEF SÍTIO DO PICA PAU AMARELO
2211624,MONGAGUÁ,VOTO NULO,13,EE. AGENOR DE CAMPOS
2218161,MONGAGUÁ,VOTO NULO,16,EE. PROF. ARACY DA SILVA FREITAS
2218162,MONGAGUÁ,VOTO NULO,5,EMEF SIRANA KOUKDJIAN
2218182,MONGAGUÁ,VOTO NULO,15,EMEF. JACOUB KOUKDJIAN
2218183,MONGAGUÁ,VOTO NULO,9,EMEF. BARIGUI
2224262,MONGAGUÁ,VOTO NULO,21,EMEF. JACOUB KOUKDJIAN
2224263,MONGAGUÁ,VOTO NULO,12,EMEF. IVONE DE ALMEIDA MONTEIRO
2224717,MONGAGUÁ,VOTO NULO,7,EMEF. TONICO SILVA
2231828,MONGAGUÁ,VOTO NULO,15,EMEIEF. PEQUENO PRÍNCIPE
2246422,MONGAGUÁ,VOTO NULO,13,EMEF. TONICO SILVA
2246429,MONGAGUÁ,VOTO NULO,20,EMEF. BARIGUI
