,NM_MUNICIPIO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
1084711,MONGAGUÁ,SÉRGIO MARTINS DA SILVA,1,EMEIEF. PEQUENO PRÍNCIPE
1087096,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1088600,MONGAGUÁ,RANIEDSON FERNANDES DE LIMA,11,EMEF. BARIGUI
1089058,MONGAGUÁ,MARIA MADALENA BRITO GOMES,1,EE. PROF. AIDA LEDA BAUER DAVIES
1089637,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,5,EMEF. VERA CRUZ
1090338,MONGAGUÁ,RODOLFO MARCELINO DO CARMO,1,EMEF. JACOUB KOUKDJIAN
1090843,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,2,EMEF. TONICO SILVA
1091365,MONGAGUÁ,MARIA MADALENA BRITO GOMES,1,EMEF. VERA CRUZ
1091799,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,7,EMEIEF. PEQUENO PRÍNCIPE
1091999,MONGAGUÁ,SANDRO LARA VIEIRA,1,EE. AGENOR DE CAMPOS
1092659,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,2,EMEF. VERA CRUZ
1092852,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. JACOUB KOUKDJIAN
1095937,MONGAGUÁ,SÉRGIO MARTINS DA SILVA,1,EMEF. TONICO SILVA
1096521,MONGAGUÁ,MAURO WILLIANS KHATAUNIAN,4,EMEF. REGINA MARIA
1098413,MONGAGUÁ,MARIA MADALENA BRITO GOMES,1,EMEF SIRANA KOUKDJIAN
1098776,MONGAGUÁ,JOSEFA ELIEGE BARBOSA DE DEUS,2,EMEF. BARIGUI
1099509,MONGAGUÁ,ANDRÉ DA SILVA ROCHA,1,EMEIEF. PEQUENO PRÍNCIPE
1099544,MONGAGUÁ,LUIZ BERBIZ DE OLIVEIRA,10,EMEIEF. PEQUENO PRÍNCIPE
1099769,MONGAGUÁ,SÉRGIO MARTINS DA SILVA,1,EMEIEF. PEQUENO PRÍNCIPE
1099810,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. REGINA MARIA
1100389,MONGAGUÁ,JOSÉ PEDRO FACCINA,10,EMEF. REGINA MARIA
1100678,MONGAGUÁ,RANIEDSON FERNANDES DE LIMA,7,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1101339,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1101600,MONGAGUÁ,MARIA MADALENA BRITO GOMES,3,EE. AGENOR DE CAMPOS
1103675,MONGAGUÁ,CARLOS JACO ROCHA,14,EMEF. PROF. PEDRO FERNANDES DANTE
1104700,MONGAGUÁ,RANIEDSON FERNANDES DE LIMA,7,EMEF. VERA CRUZ
1104810,MONGAGUÁ,MARIA DANIELA NOGUEIRA DONI,2,EE. AGENOR DE CAMPOS
1107656,MONGAGUÁ,FELIPPE PEDRO TEIXEIRA SILVA,1,EMEF. REGINA MARIA
1108073,MONGAGUÁ,MAURO WILLIANS KHATAUNIAN,1,EE. PROF. ARACY DA SILVA FREITAS
1109643,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
1109835,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,5,EMEF. REGINA MARIA
1110329,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1112601,MONGAGUÁ,AUREO TADEUS DA SILVA,1,EMEF. REGINA MARIA
1113916,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,5,EE. AGENOR DE CAMPOS
1116108,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,3,EMEF. REGINA MARIA
1119332,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,2,EE. PROF. ARACY DA SILVA FREITAS
1120347,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. VERA CRUZ
1120931,MONGAGUÁ,ADRIANO DONATTI DE SOUZA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1121367,MONGAGUÁ,IVANALDO SANTANA DIAS,4,EMEF. REGINA MARIA
1121834,MONGAGUÁ,IVANALDO SANTANA DIAS,2,EMEF. IVONE DE ALMEIDA MONTEIRO
1124370,MONGAGUÁ,IVANALDO SANTANA DIAS,1,EMEF SIRANA KOUKDJIAN
1124912,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,7,EE. AGENOR DE CAMPOS
1126105,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,2,EE. PROF. ARACY DA SILVA FREITAS
1126163,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,2,EE. AGENOR DE CAMPOS
1127909,MONGAGUÁ,IVANALDO SANTANA DIAS,1,EE. PROF. ARACY DA SILVA FREITAS
1130192,MONGAGUÁ,FÁBIO JACKSON LOPES MATOS,22,EMEF. FLÓRIDA MIRIM
1131651,MONGAGUÁ,GILSON PEREIRA DA SILVA,2,EMEF. PROF. PEDRO FERNANDES DANTE
1132717,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,3,EE. PROF. ARACY DA SILVA FREITAS
1134198,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EE. AGENOR DE CAMPOS
1135682,MONGAGUÁ,MARIA MADALENA BRITO GOMES,1,EMEF. JACOUB KOUKDJIAN
1136160,MONGAGUÁ,JOSÉ PEDRO FACCINA,4,EMEF. VERA CRUZ
1139518,MONGAGUÁ,EDUARDO ALVES MENNUCCI,4,EMEF. PROF. PEDRO FERNANDES DANTE
1140041,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1141669,MONGAGUÁ,VANELITO DE JESUS,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1141701,MONGAGUÁ,EMILIO FERNANDO GONÇALVES JARDIM,1,EMEF. PROF. PEDRO FERNANDES DANTE
1143483,MONGAGUÁ,MARIA VALDA DA SILVA OLIVEIRA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1144601,MONGAGUÁ,EDUARDO ALVES MENNUCCI,5,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1146135,MONGAGUÁ,EDUARDO ALVES MENNUCCI,4,EMEF. IVONE DE ALMEIDA MONTEIRO
1146603,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EE. AGENOR DE CAMPOS
1146809,MONGAGUÁ,SCARLETE DE SOUZA PORTELLA,1,EE. PROF. AIDA LEDA BAUER DAVIES
1147685,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,4,EE. PROF. ARACY DA SILVA FREITAS
1148712,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,2,EE. AGENOR DE CAMPOS
1149659,MONGAGUÁ,EDUARDO ALVES MENNUCCI,4,EMEF. PROF. PEDRO FERNANDES DANTE
1153251,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1155682,MONGAGUÁ,IVANALDO SANTANA DIAS,4,EMEF. REGINA MARIA
1155845,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,3,EMEF. FLÓRIDA MIRIM
1156995,MONGAGUÁ,ADRIANA GALINDO DOS SANTOS LEITE,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1157830,MONGAGUÁ,JOÃO CARLOS DOS SANTOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
1162209,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. REGINA MARIA
1163631,MONGAGUÁ,EDUARDO ALVES MENNUCCI,1,EMEF. REGINA MARIA
1164654,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. IVONE DE ALMEIDA MONTEIRO
1164677,MONGAGUÁ,IVANALDO SANTANA DIAS,1,EE. PROF. ARACY DA SILVA FREITAS
1164705,MONGAGUÁ,IVANALDO SANTANA DIAS,1,EE. AGENOR DE CAMPOS
1165651,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,1,EMEIEF. PEQUENO PRÍNCIPE
1166510,MONGAGUÁ,MARIA PAULA PEREIRA KOUKDJIAN,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1167183,MONGAGUÁ,PAULO HENRIQUE MARTINS,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1167371,MONGAGUÁ,VANELITO DE JESUS,1,EMEF. BARIGUI
1167821,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EE. PROF. AIDA LEDA BAUER DAVIES
1168880,MONGAGUÁ,MARIA MADALENA BRITO GOMES,1,EMEF. REGINA MARIA
1172549,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1172991,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,6,EMEF. FLÓRIDA MIRIM
1175574,MONGAGUÁ,RODOLFO MARCELINO DO CARMO,1,EE. AGENOR DE CAMPOS
1177011,MONGAGUÁ,SCARLETE DE SOUZA PORTELLA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1177508,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,5,EMEF. VERA CRUZ
1178119,MONGAGUÁ,IVANALDO SANTANA DIAS,2,EMEF. VERA CRUZ
1178597,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,2,EMEF. TONICO SILVA
1179109,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,9,EMEF. JACOUB KOUKDJIAN
1179361,MONGAGUÁ,RODOLFO MARCELINO DO CARMO,1,EE. PROF. ARACY DA SILVA FREITAS
1180583,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EE. PROF. AIDA LEDA BAUER DAVIES
1182973,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,5,EMEF. VERA CRUZ
1185100,MONGAGUÁ,EDUARDO ALVES MENNUCCI,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
1185905,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,3,EMEF. REGINA MARIA
1187537,MONGAGUÁ,CARLOS JACO ROCHA,3,EE. PROF. AIDA LEDA BAUER DAVIES
1187908,MONGAGUÁ,GILMAR AGUIAR FREITAS,1,EMEF. VERA CRUZ
1189863,MONGAGUÁ,EDUARDO ALVES MENNUCCI,6,EMEF SIRANA KOUKDJIAN
1192121,MONGAGUÁ,AUREO TADEUS DA SILVA,2,EE. PROF. ARACY DA SILVA FREITAS
1193624,MONGAGUÁ,AUREO TADEUS DA SILVA,5,EE. AGENOR DE CAMPOS
1195426,MONGAGUÁ,SÉRGIO ELIAS DE CARVALHO,1,EMEF. FLÓRIDA MIRIM
1195933,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1198468,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,1,EMEF. REGINA MARIA
1198927,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. VERA CRUZ
1199970,MONGAGUÁ,EDUARDO ALVES MENNUCCI,4,EE. PROF. ARACY DA SILVA FREITAS
1203260,MONGAGUÁ,DIEGO ROBERTO ALVES SAES,5,EMEF. BARIGUI
1205249,MONGAGUÁ,IONE MENGHI BRACCO,1,EMEF. FLÓRIDA MIRIM
1211026,MONGAGUÁ,VITOR LUIZ RODRIGUES SERRANO,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1211337,MONGAGUÁ,SILVIO VIANA VIEIRA,3,EE. PROF. AIDA LEDA BAUER DAVIES
1212040,MONGAGUÁ,VITOR LUIZ RODRIGUES SERRANO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
1214915,MONGAGUÁ,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,2,EE. PROF. ARACY DA SILVA FREITAS
1217816,MONGAGUÁ,WILLIAN DO NASCIMENTO AMORIM,2,EMEF. TONICO SILVA
1220945,MONGAGUÁ,GILMAR AGUIAR FREITAS,1,EE. PROF. AIDA LEDA BAUER DAVIES
1221191,MONGAGUÁ,RANIEDSON FERNANDES DE LIMA,7,EMEIEF SÍTIO DO PICA PAU AMARELO
1222855,MONGAGUÁ,WILLIAN DO NASCIMENTO AMORIM,1,EMEF. JACOUB KOUKDJIAN
1224324,MONGAGUÁ,EDUARDO ALVES MENNUCCI,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1225790,MONGAGUÁ,RANIEDSON FERNANDES DE LIMA,9,EMEF. PREFEITO CASSIMIRO CORREA NETO
1226836,MONGAGUÁ,EDUARDO ALVES MENNUCCI,1,EMEF. FLÓRIDA MIRIM
1229381,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1233577,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,6,EE. PROF. AIDA LEDA BAUER DAVIES
1233640,MONGAGUÁ,SILVIO TAMAGNINI DE AQUINO,1,EE. PROF. ARACY DA SILVA FREITAS
1234059,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,3,EMEIEF. PEQUENO PRÍNCIPE
1234658,MONGAGUÁ,SILVIO TAMAGNINI DE AQUINO,1,EE. AGENOR DE CAMPOS
1236898,MONGAGUÁ,ADRIANO DONATTI DE SOUZA,1,EMEF. REGINA MARIA
1237403,MONGAGUÁ,ADRIANO DONATTI DE SOUZA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1237553,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. BARIGUI
1238246,MONGAGUÁ,GILMAR AGUIAR FREITAS,1,EMEF. VERA CRUZ
1238262,MONGAGUÁ,PAULO HENRIQUE MARTINS,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1239087,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1239592,MONGAGUÁ,JOSIVALDO DE ALCANTARA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1239978,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,2,EE. AGENOR DE CAMPOS
1240077,MONGAGUÁ,VITOR LUIZ RODRIGUES SERRANO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1240571,MONGAGUÁ,JOSIVALDO DE ALCANTARA,11,EMEF. IVONE DE ALMEIDA MONTEIRO
1240588,MONGAGUÁ,EDUARDO ALVES MENNUCCI,1,EMEF. BARIGUI
1240589,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,5,EMEIEF. PEQUENO PRÍNCIPE
1240973,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEIEF. PEQUENO PRÍNCIPE
1242089,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
1243551,MONGAGUÁ,VITOR LUIZ RODRIGUES SERRANO,1,EMEF. PROF. PEDRO FERNANDES DANTE
1243594,MONGAGUÁ,JOSIVALDO DE ALCANTARA,1,EMEF. PROF. PEDRO FERNANDES DANTE
1244571,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
1244638,MONGAGUÁ,CARLOS JACO ROCHA,6,EMEF. PROF. PEDRO FERNANDES DANTE
1245602,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
1246466,MONGAGUÁ,IVANALDO SANTANA DIAS,1,EMEF. VERA CRUZ
1251603,MONGAGUÁ,SILVANA ALVES MOREIRA DOS SANTOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
1253188,MONGAGUÁ,FELIPPE PEDRO TEIXEIRA SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
1254983,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. REGINA MARIA
1257549,MONGAGUÁ,PAULO HENRIQUE MARTINS,11,EMEF. FLÓRIDA MIRIM
1259041,MONGAGUÁ,GILMAR AGUIAR FREITAS,6,EMEIEF. PEQUENO PRÍNCIPE
1259564,MONGAGUÁ,GILMAR AGUIAR FREITAS,1,EMEF. FLÓRIDA MIRIM
1259600,MONGAGUÁ,JOSE ENILDO DE SOUZA,1,EMEF. REGINA MARIA
1263039,MONGAGUÁ,PAULO HENRIQUE MARTINS,1,EMEF. VERA CRUZ
1263152,MONGAGUÁ,GILMAR AGUIAR FREITAS,5,EMEF. PREFEITO CASSIMIRO CORREA NETO
1263481,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1263630,MONGAGUÁ,GILSON PEREIRA DA SILVA,1,EMEF. TONICO SILVA
1265114,MONGAGUÁ,VALTER CASSIMIRO DA CRUZ,5,EMEF. REGINA MARIA
1266023,MONGAGUÁ,JOSEFA ELIEGE BARBOSA DE DEUS,1,EE. AGENOR DE CAMPOS
1268689,MONGAGUÁ,GILMAR AGUIAR FREITAS,2,EMEF. TONICO SILVA
1269651,MONGAGUÁ,EMILIO FERNANDO GONÇALVES JARDIM,1,EMEF. REGINA MARIA
1269982,MONGAGUÁ,CARLOS JACO ROCHA,10,EMEF. BARIGUI
1270224,MONGAGUÁ,AUREO TADEUS DA SILVA,2,EMEIEF. PEQUENO PRÍNCIPE
1270309,MONGAGUÁ,WILLIAN DO NASCIMENTO AMORIM,2,EE. PROF. ARACY DA SILVA FREITAS
1271524,MONGAGUÁ,CARLOS JACO ROCHA,4,EMEF. FLÓRIDA MIRIM
1276752,MONGAGUÁ,SILVIO VIANA VIEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1283243,MONGAGUÁ,CARLOS JACO ROCHA,3,EMEF. VERA CRUZ
1287850,MONGAGUÁ,SILVIO VIANA VIEIRA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
1288634,MONGAGUÁ,CARLOS JACO ROCHA,4,EMEF. FLÓRIDA MIRIM
1290374,MONGAGUÁ,SILVIO VIANA VIEIRA,3,EMEF. BARIGUI
1290903,MONGAGUÁ,ALESSANDRA BARBOZA DA SILVA,3,EMEF. VERA CRUZ
1290943,MONGAGUÁ,RODOLFO MARCELINO DO CARMO,1,EMEIEF SÍTIO DO PICA PAU AMARELO
1293339,MONGAGUÁ,VANELITO DE JESUS,2,EMEF. TONICO SILVA
1293343,MONGAGUÁ,VANELITO DE JESUS,4,EMEF. JACOUB KOUKDJIAN
1295028,MONGAGUÁ,JOSIVALDO DE ALCANTARA,5,EMEF. IVONE DE ALMEIDA MONTEIRO
1296358,MONGAGUÁ,JOSÉ PEDRO FACCINA,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1296448,MONGAGUÁ,ALESSANDRA BARBOZA DA SILVA,1,EMEF. JACOUB KOUKDJIAN
1297803,MONGAGUÁ,FERNANDA PEREIRA DA COSTA,1,EMEF. JACOUB KOUKDJIAN
1299680,MONGAGUÁ,JOSEFA ELIEGE BARBOSA DE DEUS,3,EMEIEF. PEQUENO PRÍNCIPE
1301547,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,8,EMEF. BARIGUI
1305951,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,2,EMEF. TONICO SILVA
1306521,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. VERA CRUZ
1311009,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,3,EMEF. JACOUB KOUKDJIAN
1313770,MONGAGUÁ,GILMAR AGUIAR FREITAS,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1314059,MONGAGUÁ,CARLOS EDUARDO HUBNER DE OLIVEIRA,3,EMEF. FLÓRIDA MIRIM
1314307,MONGAGUÁ,PAULO HENRIQUE MARTINS,1,EMEIEF SÍTIO DO PICA PAU AMARELO
1318939,MONGAGUÁ,ADRIANO DONATTI DE SOUZA,2,EMEF SIRANA KOUKDJIAN
1320582,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,3,EMEF. REGINA MARIA
1320990,MONGAGUÁ,ADRIANO DONATTI DE SOUZA,1,EMEF. VERA CRUZ
1323512,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EMEF. FLÓRIDA MIRIM
1324638,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,4,EMEF. TONICO SILVA
1325991,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. FLÓRIDA MIRIM
1326675,MONGAGUÁ,VALDOMIRO VICTONI JUNIOR,3,EMEF. JACOUB KOUKDJIAN
1331830,MONGAGUÁ,RANIEDSON FERNANDES DE LIMA,5,EMEF. VERA CRUZ
1332086,MONGAGUÁ,ADRIANO DONATTI DE SOUZA,1,EMEF. BARIGUI
1332303,MONGAGUÁ,CARLOS JACO ROCHA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1332942,MONGAGUÁ,PAULO HENRIQUE MARTINS,4,EMEF. VERA CRUZ
1334508,MONGAGUÁ,SILVANA ALVES MOREIRA DOS SANTOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
1334691,MONGAGUÁ,ANTONIO CARLOS ALVES DE LIRA,1,EMEF. REGINA MARIA
1334970,MONGAGUÁ,GILMAR AGUIAR FREITAS,7,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1335300,MONGAGUÁ,CARLOS JACO ROCHA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
1337708,MONGAGUÁ,MAURO WILLIANS KHATAUNIAN,2,EMEF. JACOUB KOUKDJIAN
1337968,MONGAGUÁ,PAULO HENRIQUE MARTINS,5,EE. PROF. ARACY DA SILVA FREITAS
1338995,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. FLÓRIDA MIRIM
1339315,MONGAGUÁ,CARLOS JACO ROCHA,13,EMEF. PROF. PEDRO FERNANDES DANTE
1341300,MONGAGUÁ,MARIA VALDA DA SILVA OLIVEIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1341759,MONGAGUÁ,RODOLFO MARCELINO DO CARMO,1,EMEF. REGINA MARIA
1341980,MONGAGUÁ,RODOLFO MARCELINO DO CARMO,1,EMEF. VERA CRUZ
1342484,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,1,EMEF. VERA CRUZ
1344113,MONGAGUÁ,LUIZ GREGÓRIO AMARO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
1345728,MONGAGUÁ,LUIZ BERBIZ DE OLIVEIRA,6,EE. PROF. ARACY DA SILVA FREITAS
1346480,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
1347347,MONGAGUÁ,CARLOS JACO ROCHA,5,EE. AGENOR DE CAMPOS
1348175,MONGAGUÁ,LUIZ BERBIZ DE OLIVEIRA,3,EE. AGENOR DE CAMPOS
1349741,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,4,EMEF. JACOUB KOUKDJIAN
1351019,MONGAGUÁ,ADRIANO DONATTI DE SOUZA,1,EMEF. VERA CRUZ
1352538,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. REGINA MARIA
1352845,MONGAGUÁ,MARCIO ROBERTO DANTAS ALVES,1,EMEF. VERA CRUZ
1353047,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EMEF. REGINA MARIA
1355518,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,2,EE. PROF. AIDA LEDA BAUER DAVIES
1355764,MONGAGUÁ,RODOLFO MARCELINO DO CARMO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1355787,MONGAGUÁ,ROSANA ZANELLI DE ALCANTARA,1,EE. PROF. ARACY DA SILVA FREITAS
1357556,MONGAGUÁ,EDUARDO ALVES MENNUCCI,2,EE. AGENOR DE CAMPOS
1358301,MONGAGUÁ,MARIA MADALENA BRITO GOMES,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
1361797,MONGAGUÁ,MARCOS SIQUEIRA GONÇALVES,1,EE. PROF. AIDA LEDA BAUER DAVIES
1364653,MONGAGUÁ,SÉRGIO ELIAS DE CARVALHO,1,EMEF. BARIGUI
1365143,MONGAGUÁ,MARIA DANIELA NOGUEIRA DONI,2,EMEF. BARIGUI
1370854,MONGAGUÁ,SÉRGIO ELIAS DE CARVALHO,1,EE. AGENOR DE CAMPOS
1371217,MONGAGUÁ,EDUARDO ALVES MENNUCCI,6,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1375291,MONGAGUÁ,EDUARDO ALVES MENNUCCI,5,EE. PROF. ARACY DA SILVA FREITAS
1376050,MONGAGUÁ,MARIA MADALENA BRITO GOMES,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1377495,MONGAGUÁ,ALESSANDRA BARBOZA DA SILVA,1,EMEF. PROF. PEDRO FERNANDES DANTE
1384463,MONGAGUÁ,JOÃO CARLOS BATISTA DE SOUZA,3,EE. PROF. ARACY DA SILVA FREITAS
1389040,MONGAGUÁ,SILVIO VIANA VIEIRA,3,EMEF. JACOUB KOUKDJIAN
1389056,MONGAGUÁ,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
1394536,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,2,EMEF. JACOUB KOUKDJIAN
1395429,MONGAGUÁ,RANIEDSON FERNANDES DE LIMA,3,EE. AGENOR DE CAMPOS
1395487,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,2,EE. PROF. AIDA LEDA BAUER DAVIES
1397508,MONGAGUÁ,IVANALDO SANTANA DIAS,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1398630,MONGAGUÁ,ANDRÉ DA SILVA ROCHA,18,EMEF. FLÓRIDA MIRIM
1399037,MONGAGUÁ,IVANALDO SANTANA DIAS,2,EMEF. FLÓRIDA MIRIM
1401180,MONGAGUÁ,LUIZ BERBIZ DE OLIVEIRA,10,EMEF. FLÓRIDA MIRIM
1401536,MONGAGUÁ,JOSÉ CARLOS DOS SANTOS,2,EMEF. REGINA MARIA
1402726,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,4,EMEF. VERA CRUZ
1406558,MONGAGUÁ,EDUARDO ALVES MENNUCCI,8,EMEF SIRANA KOUKDJIAN
1407482,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,2,EMEF. REGINA MARIA
1407764,MONGAGUÁ,GILMAR AGUIAR FREITAS,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1408637,MONGAGUÁ,GILMAR AGUIAR FREITAS,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1408966,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,2,EMEF. VERA CRUZ
1408989,MONGAGUÁ,MARIVA BARROSO DE OLIVEIRA PAIVA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
1409078,MONGAGUÁ,EDUARDO ALVES MENNUCCI,1,EMEF. VERA CRUZ
1409305,MONGAGUÁ,PAULO HENRIQUE MARTINS,9,EMEF. BARIGUI
1410504,MONGAGUÁ,DAVID JOSÉ DOS SANTOS,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
1411492,MONGAGUÁ,PAULO HENRIQUE MARTINS,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
