,NM_MUNICIPIO,DS_CARGO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
537724,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
537725,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,5,EE. PROF. ARACY DA SILVA FREITAS
537727,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,1,EE. AGENOR DE CAMPOS
540238,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,88,EMEF. PREFEITO CASSIMIRO CORREA NETO
540241,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,84,EMEF. IVONE DE ALMEIDA MONTEIRO
540772,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF SIRANA KOUKDJIAN
541250,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,110,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
541251,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,118,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
541252,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,107,EMEF. JACOUB KOUKDJIAN
541253,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,93,EMEF. IVONE DE ALMEIDA MONTEIRO
541254,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,89,EMEF. IVONE DE ALMEIDA MONTEIRO
542244,MONGAGUÁ,Vereador,FRANCISCO FRAGOSO,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
542247,MONGAGUÁ,Vereador,FRANCISCO FRAGOSO,3,EMEIEF CLAUDIA MARIA ANDRELLA
542249,MONGAGUÁ,Vereador,FRANCISCO FRAGOSO,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
542252,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,88,EE. PROF. AIDA LEDA BAUER DAVIES
542253,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,112,EMEF. BARIGUI
542254,MONGAGUÁ,Vereador,FRANCISCO FRAGOSO,2,EMEF. FLÓRIDA MIRIM
542255,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,90,EMEIEF. PEQUENO PRÍNCIPE
543293,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,3,EMEF SIRANA KOUKDJIAN
543294,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,3,EMEIEF SÍTIO DO PICA PAU AMARELO
543778,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,86,EMEF. TONICO SILVA
543779,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,94,EMEF. TONICO SILVA
543785,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,94,EE. PROF. ARACY DA SILVA FREITAS
544801,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,93,EE. AGENOR DE CAMPOS
544802,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,116,EE. AGENOR DE CAMPOS
544803,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,114,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
545807,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,101,EE. AGENOR DE CAMPOS
546336,MONGAGUÁ,Vereador,AGILENE DA SILVA,1,EE. AGENOR DE CAMPOS
546799,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,73,EMEF SIRANA KOUKDJIAN
546801,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,107,EMEF. IVONE DE ALMEIDA MONTEIRO
546802,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,77,EE. PROF. AIDA LEDA BAUER DAVIES
546831,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,3,EE. AGENOR DE CAMPOS
548301,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,109,EMEF. PROF. PEDRO FERNANDES DANTE
548302,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,85,EE. PROF. ARACY DA SILVA FREITAS
548303,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,103,EE. AGENOR DE CAMPOS
548324,MONGAGUÁ,Vereador,ALESSANDRA CRISTINA FANTE,1,EE. AGENOR DE CAMPOS
548821,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EE. AGENOR DE CAMPOS
548822,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EE. AGENOR DE CAMPOS
548823,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
549322,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,4,EMEIEF. PEQUENO PRÍNCIPE
549323,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,5,EMEF. IVONE DE ALMEIDA MONTEIRO
549853,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,8,EMEIEF. PEQUENO PRÍNCIPE
549854,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,10,EMEF. IVONE DE ALMEIDA MONTEIRO
549856,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EE. AGENOR DE CAMPOS
550327,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,1,EE. AGENOR DE CAMPOS
550328,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
550365,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,84,EMEF SIRANA KOUKDJIAN
550366,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,109,EMEIEF SÍTIO DO PICA PAU AMARELO
551353,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,3,EE. AGENOR DE CAMPOS
551356,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,99,EE. AGENOR DE CAMPOS
552346,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,90,EE. PROF. ARACY DA SILVA FREITAS
552347,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,49,EMEF SIRANA KOUKDJIAN
552348,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,110,EMEF. JACOUB KOUKDJIAN
552349,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,119,EMEF. BARIGUI
552890,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,104,EMEF. JACOUB KOUKDJIAN
552891,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,98,EMEF. IVONE DE ALMEIDA MONTEIRO
552899,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,87,EMEF. TONICO SILVA
553883,MONGAGUÁ,Vereador,EDSON NASCIMENTO DA HORA JUNIOR,1,EE. PROF. ARACY DA SILVA FREITAS
553886,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,92,EMEIEF. PEQUENO PRÍNCIPE
554379,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EE. PROF. ARACY DA SILVA FREITAS
554383,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF SIRANA KOUKDJIAN
554395,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF. BARIGUI
555413,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
555869,MONGAGUÁ,Vereador,FRANCISCO FRAGOSO,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
555873,MONGAGUÁ,Vereador,FRANCISCO FRAGOSO,5,EE. AGENOR DE CAMPOS
555880,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,100,EMEF. TONICO SILVA
555881,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,90,EMEF. BARIGUI
555883,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,87,EMEF SIRANA KOUKDJIAN
555884,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,111,EE. PROF. ARACY DA SILVA FREITAS
555896,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,3,EE. PROF. ARACY DA SILVA FREITAS
555897,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF SIRANA KOUKDJIAN
555898,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,4,EMEF. JACOUB KOUKDJIAN
555899,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF. BARIGUI
556402,MONGAGUÁ,Vereador,JULIANA SOARES DE PAULA,1,EMEF. JACOUB KOUKDJIAN
557933,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,87,EMEIEF. PEQUENO PRÍNCIPE
557934,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,104,EMEIEF. PEQUENO PRÍNCIPE
557935,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,110,EMEIEF. PROF. CÉLIA PUPO DE JESUS
558439,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,105,EMEF. PROF. PEDRO FERNANDES DANTE
558896,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,5,EMEF. IVONE DE ALMEIDA MONTEIRO
558899,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,3,EMEF. TONICO SILVA
558938,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,118,EMEF. PROF. PEDRO FERNANDES DANTE
558939,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,87,EE. PROF. ARACY DA SILVA FREITAS
559921,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,64,EMEF SIRANA KOUKDJIAN
559922,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,83,EMEIEF. PROF. CÉLIA PUPO DE JESUS
559938,MONGAGUÁ,Vereador,ALESSANDRA CRISTINA FANTE,1,EMEF. JACOUB KOUKDJIAN
560432,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,94,EE. PROF. AIDA LEDA BAUER DAVIES
560936,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
560964,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,132,EMEF. JACOUB KOUKDJIAN
560965,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,117,EMEF VEREADOR GIVALDO ALVES GOMES
560967,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,107,EE. AGENOR DE CAMPOS
560968,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,123,EMEIEF CLAUDIA MARIA ANDRELLA
561468,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF. JACOUB KOUKDJIAN
561469,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,4,EMEF. IVONE DE ALMEIDA MONTEIRO
561914,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,134,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
561915,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,8,EMEF. TONICO SILVA
562426,MONGAGUÁ,Vereador,VERA LUCIA SOARES LIMA IVASCO,1,EMEF. JACOUB KOUKDJIAN
562437,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,85,EMEF. TONICO SILVA
562438,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,70,EMEF. PREFEITO CASSIMIRO CORREA NETO
562887,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,104,EMEIEF SÍTIO DO PICA PAU AMARELO
562889,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,78,EMEF. PREFEITO CASSIMIRO CORREA NETO
562890,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,108,EMEIEF. PEQUENO PRÍNCIPE
563413,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,108,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
563414,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,104,EMEIEF. PEQUENO PRÍNCIPE
563919,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,117,EMEF. BARIGUI
564898,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,102,EMEIEF. PROF. CÉLIA PUPO DE JESUS
564899,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,109,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
564900,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,81,EMEF. PREFEITO CASSIMIRO CORREA NETO
564902,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,118,EMEIEF CLAUDIA MARIA ANDRELLA
564905,MONGAGUÁ,Vereador,EDSON NASCIMENTO DA HORA JUNIOR,1,EMEIEF. PEQUENO PRÍNCIPE
564913,MONGAGUÁ,Vereador,AGILENE DA SILVA,3,EMEIEF. PEQUENO PRÍNCIPE
565412,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,127,EMEIEF CLAUDIA MARIA ANDRELLA
565413,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,89,EE. PROF. ARACY DA SILVA FREITAS
565432,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEIEF. PEQUENO PRÍNCIPE
566385,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,137,EMEF. BARIGUI
566386,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,109,EMEIEF. PROF. CÉLIA PUPO DE JESUS
566387,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,80,EMEIEF. PROF. CÉLIA PUPO DE JESUS
566388,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,110,EMEF SIRANA KOUKDJIAN
566389,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,97,EMEF. PROF. PEDRO FERNANDES DANTE
566915,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,104,EMEIEF CLAUDIA MARIA ANDRELLA
566916,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,83,EMEF. PREFEITO CASSIMIRO CORREA NETO
567408,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,125,EMEIEF CLAUDIA MARIA ANDRELLA
567409,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,101,EMEF. PROF. PEDRO FERNANDES DANTE
567918,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,99,EMEIEF. PEQUENO PRÍNCIPE
567922,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,75,EMEF. PREFEITO CASSIMIRO CORREA NETO
568448,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,84,EMEF SIRANA KOUKDJIAN
568449,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,102,EMEIEF CLAUDIA MARIA ANDRELLA
568462,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEIEF. PEQUENO PRÍNCIPE
568948,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,108,EMEF. PROF. PEDRO FERNANDES DANTE
569946,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,106,EMEIEF CLAUDIA MARIA ANDRELLA
569947,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,116,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
569948,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,111,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
570943,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,110,EMEIEF. PEQUENO PRÍNCIPE
570944,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,101,EMEF. FLÓRIDA MIRIM
570945,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,97,EMEF. IVONE DE ALMEIDA MONTEIRO
570946,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,99,EE. AGENOR DE CAMPOS
571475,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,114,EE. PROF. ARACY DA SILVA FREITAS
571476,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,90,EMEIEF. PROF. CÉLIA PUPO DE JESUS
571994,MONGAGUÁ,Prefeito,PAULO WIAZOWSKI FILHO,107,EMEF. JACOUB KOUKDJIAN
573992,MONGAGUÁ,Vereador,JEAN GABRIEL FIDELIS MOURA,1,EMEIEF CLAUDIA MARIA ANDRELLA
575397,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,2,EE. PROF. ARACY DA SILVA FREITAS
575398,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,1,EMEIEF CLAUDIA MARIA ANDRELLA
576378,MONGAGUÁ,Vereador,JOSE FRANCISCO BOAVENTURA,1,EE. AGENOR DE CAMPOS
576392,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,7,EE. PROF. ARACY DA SILVA FREITAS
576867,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,7,EE. PROF. AIDA LEDA BAUER DAVIES
576868,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,5,EE. AGENOR DE CAMPOS
577409,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,20,EMEF. FLÓRIDA MIRIM
577410,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,1,EE. AGENOR DE CAMPOS
577807,MONGAGUÁ,Vereador,JOÃO DA SILVA GUABIRABA,4,EMEF. FLÓRIDA MIRIM
577820,MONGAGUÁ,Vereador,AGILENE DA SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
578330,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,2,EE. AGENOR DE CAMPOS
578818,MONGAGUÁ,Vereador,PAULO SERGIO SANTOS FREITAS,3,EMEF. FLÓRIDA MIRIM
579830,MONGAGUÁ,Vereador,JOSE FRANCISCO BOAVENTURA,1,EMEF. JACOUB KOUKDJIAN
579831,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
579851,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
580334,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,5,EE. PROF. AIDA LEDA BAUER DAVIES
580335,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,1,EMEF SIRANA KOUKDJIAN
580336,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,2,EE. AGENOR DE CAMPOS
580337,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,3,EMEF. JACOUB KOUKDJIAN
580841,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,4,EE. PROF. ARACY DA SILVA FREITAS
580842,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,3,EMEIEF CLAUDIA MARIA ANDRELLA
580883,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,7,EMEF. JACOUB KOUKDJIAN
581342,MONGAGUÁ,Vereador,JOÃO DA SILVA GUABIRABA,1,EMEF. JACOUB KOUKDJIAN
582354,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,1,EE. AGENOR DE CAMPOS
582834,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,4,EMEF. BARIGUI
582835,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,8,EMEIEF. PROF. CÉLIA PUPO DE JESUS
582836,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
582837,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,8,EMEF. PROF. PEDRO FERNANDES DANTE
583335,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,2,EMEF. BARIGUI
583337,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,5,EMEIEF. PROF. CÉLIA PUPO DE JESUS
583343,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,9,EMEIEF. PROF. CÉLIA PUPO DE JESUS
583344,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,9,EMEF SIRANA KOUKDJIAN
583345,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,3,EMEF. PROF. PEDRO FERNANDES DANTE
583864,MONGAGUÁ,Vereador,JOSE FRANCISCO BOAVENTURA,1,EE. AGENOR DE CAMPOS
584356,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,1,EE. PROF. AIDA LEDA BAUER DAVIES
584357,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,2,EMEF. BARIGUI
584358,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,8,EE. AGENOR DE CAMPOS
584790,MONGAGUÁ,Vereador,MARIA DE LOURDES NASCIMENTO,1,EMEF. BARIGUI
584836,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,2,EE. PROF. AIDA LEDA BAUER DAVIES
585285,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,1,EMEF. BARIGUI
585286,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,1,EE. AGENOR DE CAMPOS
585307,MONGAGUÁ,Vereador,ALESSANDRA CRISTINA FANTE,2,EMEF. FLÓRIDA MIRIM
585315,MONGAGUÁ,Vereador,ABRAÃO GONÇALVES,1,EE. AGENOR DE CAMPOS
586313,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,1,EE. AGENOR DE CAMPOS
587742,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,1,EMEF. BARIGUI
588190,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
588194,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
588195,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,6,EMEF SIRANA KOUKDJIAN
588197,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,3,EMEF. PROF. PEDRO FERNANDES DANTE
588638,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
588639,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
588640,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,4,EMEF. JACOUB KOUKDJIAN
588641,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,4,EMEF. IVONE DE ALMEIDA MONTEIRO
588642,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,5,EMEF. IVONE DE ALMEIDA MONTEIRO
588698,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
588699,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,3,EMEF SIRANA KOUKDJIAN
589185,MONGAGUÁ,Vereador,VOTO BRANCO,8,EMEIEF CLAUDIA MARIA ANDRELLA
589198,MONGAGUÁ,Vereador,VOTO BRANCO,9,EMEF. PROF. PEDRO FERNANDES DANTE
589705,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
589708,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,1,EMEF SIRANA KOUKDJIAN
589762,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,4,EMEIEF CLAUDIA MARIA ANDRELLA
589763,MONGAGUÁ,Vereador,GEOVANA CRISTINA SALES DE LIMA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
590177,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,3,EMEIEF. PEQUENO PRÍNCIPE
590178,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
590246,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
590260,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. FLÓRIDA MIRIM
590730,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,1,EMEF SIRANA KOUKDJIAN
590747,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,2,EMEIEF CLAUDIA MARIA ANDRELLA
590749,MONGAGUÁ,Vereador,APARECIDO SANTANA DA SILVA,5,EMEF. PREFEITO CASSIMIRO CORREA NETO
592221,MONGAGUÁ,Vereador,JOSE FRANCISCO BOAVENTURA,1,EMEF. JACOUB KOUKDJIAN
592222,MONGAGUÁ,Vereador,JOSE FRANCISCO BOAVENTURA,2,EMEF VEREADOR GIVALDO ALVES GOMES
592223,MONGAGUÁ,Vereador,JOSE FRANCISCO BOAVENTURA,1,EE. AGENOR DE CAMPOS
592728,MONGAGUÁ,Vereador,ANDERSON GONÇALVES DA ROCHA,2,EMEIEF. PEQUENO PRÍNCIPE
592749,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,7,EMEF. TONICO SILVA
593252,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
593262,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEIEF CLAUDIA MARIA ANDRELLA
593265,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,3,EMEIEF. PROF. CÉLIA PUPO DE JESUS
593273,MONGAGUÁ,Vereador,MARCELO DA SILVA RAMOS,2,EMEF. FLÓRIDA MIRIM
593698,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,5,EMEF VEREADOR GIVALDO ALVES GOMES
593699,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,3,EE. AGENOR DE CAMPOS
593700,MONGAGUÁ,Vereador,JONATHAN OLIVEIRA SILVA,2,EMEIEF CLAUDIA MARIA ANDRELLA
594302,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,2,EMEF. TONICO SILVA
594733,MONGAGUÁ,Vereador,MARIA DE LOURDES NASCIMENTO,1,EMEF VEREADOR GIVALDO ALVES GOMES
594740,MONGAGUÁ,Vereador,MARIA DE LOURDES NASCIMENTO,2,EMEIEF CLAUDIA MARIA ANDRELLA
595311,MONGAGUÁ,Vereador,LUIZ FELIPE DA SILVA,5,EMEF. PREFEITO CASSIMIRO CORREA NETO
595725,MONGAGUÁ,Vereador,CARLOS NOGUEIRA DA SILVA,1,EMEIEF. PEQUENO PRÍNCIPE
595733,MONGAGUÁ,Vereador,CARLOS NOGUEIRA DA SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
595771,MONGAGUÁ,Vereador,VERA LUCIA SOARES LIMA IVASCO,1,EMEF. FLÓRIDA MIRIM
596221,MONGAGUÁ,Vereador,ANDRE DA SILVA ROCHA,11,EMEF. JACOUB KOUKDJIAN
